time-(s),steering-angle-(rad),steering-angle-velocity-(rad/s),speed-(m/s),acceleration-(m/s^2),jerk-(m/s^3)
4.49613,0.00481109,0,1.98409,0,-123.153
4.49982,0.00481109,0,1.98409,0,0
4.50353,0.00481109,0,1.98409,0,0
4.50745,0.00396996,-0.214477,1.98685,0.704572,179.658
4.51279,0.00396996,0,1.98685,0,-132.04
4.5157,0.0032256,-0.255805,1.98931,0.842565,289.551
4.51956,0.0032256,0,1.98931,0,-218.039
4.52353,0.0032256,0,1.98931,0,0
4.5282,0.00235691,-0.186207,1.99217,0.614964,131.821
4.53243,0.00235691,0,1.99217,0,-145.274
4.53554,0.00179369,-0.181467,1.99404,0.600707,193.543
4.53974,0.00179369,0,1.99404,0,-142.767
4.5434,0.00179369,0,1.99404,0,0
4.54748,0.0017274,-0.0162723,1.99426,0.0539299,13.238
4.5527,0.0017274,0,1.99426,0,-10.324
4.5554,0.00176764,0.0149166,1.99413,-0.0494078,-18.3164
4.56,0.00176764,0,1.99413,0,10.724
4.56354,0.00204375,0.0781621,1.99321,-0.258926,-73.295
4.5675,0.00204375,0,1.99321,0,65.4027
4.57216,0.00204375,0,1.99321,0,0
4.5757,0.00228042,0.0670061,1.99243,-0.22175,-62.7842
4.57974,0.00228042,0,1.99243,0,54.8626
4.58355,0.00228042,0,1.99243,0,0
4.58761,0.00266596,0.0947989,1.99115,-0.313401,-77.0606
4.59331,0.00266596,0,1.99115,0,54.9816
4.59548,0.0029652,0.138414,1.99016,-0.457047,-211.402
4.59942,0.0029652,0,1.99016,0,115.935
4.60332,0.0029652,0,1.99016,0,0
4.60761,0.00338299,0.0974604,1.98879,-0.321468,-74.9909
4.61235,0.00338299,0,1.98879,0,67.7624
4.61532,0.00370009,0.106837,1.98774,-0.351956,-118.581
4.62029,0.00370009,0,1.98774,0,70.8456
4.62441,0.00370009,0,1.98774,0,0
4.62768,0.00412403,0.129695,1.98635,-0.426732,-130.55
4.63221,0.00412403,0,1.98635,0,94.1825
4.63556,0.00444363,0.095423,1.9853,-0.313568,-93.6218
4.6394,0.00444363,0,1.9853,0,81.5324
4.64343,0.00444363,0,1.9853,0,0
4.64754,0.00486459,0.102558,1.98392,-0.336635,-82.0137
4.65268,0.00486459,0,1.98392,0,65.4771
4.65664,0.00518121,0.0798364,1.98288,-0.261723,-65.9941
4.65965,0.00518121,0,1.98288,0,87.026
4.66359,0.00559598,0.105359,1.98152,-0.344961,-87.6255
4.66812,0.00559598,0,1.98152,0,76.1191
4.673,0.00559598,0,1.98152,0,0
4.67539,0.00590757,0.130337,1.9805,-0.426249,-178.3
4.67989,0.00590757,0,1.9805,0,94.7239
4.6838,0.00590757,0,1.9805,0,0
4.68945,0.00631476,0.0720315,1.97917,-0.23528,-41.6212
4.69281,0.00631476,0,1.97917,0,70.0829
4.69572,0.00645506,0.0482002,1.97871,-0.157302,-54.0398
4.69971,0.00645506,0,1.97871,0,39.4388
4.70379,0.00645506,0,1.97871,0,0
4.70761,0.00616887,-0.0748311,1.97965,0.244249,63.8648
4.71219,0.00616887,0,1.97965,0,-53.3904
4.71571,0.00579284,-0.106653,1.98088,0.348526,98.852
4.72074,0.00579284,0,1.98088,0,-69.3399
4.72399,0.00579284,0,1.98088,0,0
4.72752,0.00521872,-0.162509,1.98275,0.531887,150.553
4.73206,0.00521872,0,1.98275,0,-117.144
4.73568,0.00468148,-0.148597,1.98452,0.487272,134.778
4.73942,0.00468148,0,1.98452,0,-130.044
4.74337,0.00468148,0,1.98452,0,0
4.74767,0.00402213,-0.153496,1.98668,0.504301,117.4
4.753,0.00402213,0,1.98668,0,-94.6819
4.75563,0.00359346,-0.162755,1.98809,0.535711,203.398
4.75959,0.00359346,0,1.98809,0,-135.382
4.76372,0.00355258,-0.009898,1.98823,0.0325886,7.89092
4.76727,0.00355258,0,1.98823,0,-9.16314
4.77204,0.00355258,0,1.98823,0,0
4.77546,0.00359161,0.0114309,1.9881,-0.0376449,-11.0277
4.7799,0.00359161,0,1.9881,0,8.46618
4.78529,0.00359161,0,1.9881,0,0
4.78753,0.00381429,0.0995418,1.98737,-0.327774,-146.518
4.79224,0.00381429,0,1.98737,0,69.5423
4.8195,0.00440832,0.0217944,1.98541,-0.0716622,-2.6292
4.82756,0.00440832,0,1.98541,0,8.89191
4.83063,0.00450177,0.030432,1.98511,-0.0999301,-32.5442
4.8355,0.00450177,0,1.98511,0,20.5118
4.83834,0.00452622,0.00860073,1.98503,-0.0282576,-9.93803
4.83999,0.00452622,0,1.98503,0,17.1994
4.84395,0.00452622,0,1.98503,0,0
4.84877,0.00465169,0.0260015,1.98461,-0.085355,-17.6889
4.85279,0.00465169,0,1.98461,0,21.2428
4.8557,0.00470235,0.0174326,1.98445,-0.057219,-19.6878
4.85956,0.00470235,0,1.98445,0,14.8154
4.86342,0.00470235,0,1.98445,0,0
4.86737,0.00485336,0.0382497,1.98395,-0.125491,-31.7861
4.87248,0.00485336,0,1.98395,0,24.5429
4.87541,0.00492628,0.0248984,1.98371,-0.0816509,-27.8793
4.87995,0.00492628,0,1.98371,0,17.9953
4.88359,0.00510039,0.0477959,1.98314,-0.156686,-43.0125
4.88754,0.00510039,0,1.98314,0,39.7284
4.89194,0.00510039,0,1.98314,0,0
4.89542,0.00519405,0.0269046,1.98284,-0.0881849,-25.3339
4.89936,0.00519405,0,1.98284,0,22.4275
4.90358,0.00519405,0,1.98284,0,0
4.90772,0.00539035,0.0473794,1.98219,-0.155167,-37.4508
4.91241,0.00539035,0,1.98219,0,33.06
4.91548,0.00550413,0.0371155,1.98182,-0.12152,-39.6399
4.91938,0.00550413,0,1.98182,0,31.1394
4.92358,0.00550413,0,1.98182,0,0
4.92754,0.00572221,0.0551754,1.98111,-0.18051,-45.6699
4.93216,0.00572221,0,1.98111,0,39.0366
4.93547,0.00577421,0.0157073,1.98094,-0.0513541,-15.5139
4.93968,0.00577421,0,1.98094,0,12.1954
4.94402,0.00577421,0,1.98094,0,0
4.94763,0.00558466,-0.052524,1.98156,0.171809,47.6096
4.95255,0.00558466,0,1.98156,0,-34.9205
4.95575,0.00503231,-0.17267,1.98337,0.565514,176.786
4.95956,0.00503231,0,1.98337,0,-148.237
4.96343,0.00503231,0,1.98337,0,0
4.96749,0.00441284,-0.152668,1.9854,0.50097,123.463
4.97248,0.00441284,0,1.9854,0,-100.35
4.97596,0.00358995,-0.236661,1.9881,0.778456,223.881
4.97982,0.00358995,0,1.9881,0,-201.897
4.9837,0.00296574,-0.160514,1.99016,0.529244,136.093
4.98761,0.00296574,0,1.99016,0,-135.47
4.99212,0.00296574,0,1.99016,0,0
4.9955,0.00274418,-0.0655882,1.99089,0.216544,64.1059
4.9995,0.00274418,0,1.99089,0,-54.1497
5.00334,0.00274418,0,1.99089,0,0
5.00845,0.00260311,-0.0276196,1.99136,0.0912528,17.8651
5.01254,0.00260311,0,1.99136,0,-22.2796
5.01538,0.00267407,0.0250048,1.99113,-0.0826193,-29.1104
5.01953,0.00267407,0,1.99113,0,19.9018
5.02362,0.00267407,0,1.99113,0,0
5.02908,0.00271182,0.00691363,1.991,-0.0228364,-4.1823
5.03702,0.00271182,0,1.991,0,2.87732
5.04081,0.00289811,0.0491379,1.99039,-0.162254,-42.7987
5.04624,0.00289811,0,1.99039,0,29.8693
5.04963,0.00301121,0.0334123,1.99001,-0.110305,-32.5881
5.05313,0.00301121,0,1.99001,0,31.4837
5.05565,0.0032522,0.0956313,1.98922,-0.315468,-125.182
5.05988,0.0032522,0,1.98922,0,74.528
5.06351,0.0032522,0,1.98922,0,0
5.06757,0.00340501,0.0376023,1.98871,-0.123973,-30.5082
5.07275,0.00340501,0,1.98871,0,23.9568
5.07598,0.0036797,0.0849034,1.98781,-0.279698,-86.4508
5.08008,0.0036797,0,1.98781,0,68.2891
5.08344,0.0036797,0,1.98781,0,0
5.08749,0.00385969,0.0444327,1.98722,-0.146254,-36.1034
5.0926,0.00416055,0.0588714,1.98623,-0.193632,-9.27072
5.09583,0.00416055,0,1.98623,0,60.0082
5.09931,0.00416055,0,1.98623,0,0
5.10395,0.00416055,0,1.98623,0,0
5.10762,0.00436319,0.0551961,1.98556,-0.18142,-49.4174
5.11253,0.00436319,0,1.98556,0,36.9545
5.11555,0.00468743,0.107195,1.9845,-0.351974,-116.362
5.11951,0.00468743,0,1.9845,0,88.9009
5.12343,0.00468743,0,1.9845,0,0
5.12805,0.00491097,0.0483921,1.98376,-0.158761,-34.3687
5.13231,0.00525764,0.0812799,1.98263,-0.266393,-25.2356
5.13629,0.00525764,0,1.98263,0,67.0346
5.13965,0.00525764,0,1.98263,0,0
5.14368,0.00550142,0.0603772,1.98183,-0.197697,-48.9638
5.14753,0.00550142,0,1.98183,0,51.4521
5.15226,0.00550142,0,1.98183,0,0
5.15519,0.00587001,0.125842,1.98062,-0.41164,-140.541
5.15956,0.00587001,0,1.98062,0,94.2437
5.16385,0.00587001,0,1.98062,0,0
5.16775,0.00603463,0.0422176,1.98008,-0.13797,-35.383
5.17217,0.00603463,0,1.98008,0,31.2298
5.17595,0.00590548,-0.0341634,1.98051,0.111637,29.5325
5.17947,0.00590548,0,1.98051,0,-31.7106
5.18334,0.00590548,0,1.98051,0,0
5.18753,0.00537278,-0.127087,1.98225,0.41579,99.1951
5.19207,0.00537278,0,1.98225,0,-91.6565
5.19553,0.00484521,-0.152102,1.98398,0.498453,143.708
5.1999,0.00484521,0,1.98398,0,-114.182
5.20345,0.00484521,0,1.98398,0,0
5.20755,0.00410197,-0.18098,1.98642,0.594369,144.729
5.21223,0.00410197,0,1.98642,0,-127.166
5.21535,0.00351579,-0.187495,1.98835,0.617136,197.396
5.21947,0.00351579,0,1.98835,0,-149.795
5.2235,0.00318837,-0.0812978,1.98943,0.267997,66.5439
5.2278,0.00318837,0,1.98943,0,-62.2782
5.23306,0.00318837,0,1.98943,0,0
5.2356,0.00325724,0.0271796,1.9892,-0.0896302,-35.3756
5.2395,0.00325724,0,1.9892,0,22.9692
5.24357,0.00325724,0,1.9892,0,0
5.24764,0.00337587,0.0291007,1.98881,-0.0959413,-23.5339
5.25228,0.0036965,0.0691565,1.98775,-0.227836,-28.4484
5.25561,0.0036965,0,1.98775,0,68.4341
5.25977,0.0036965,0,1.98775,0,0
5.26378,0.0036965,0,1.98775,0,0
5.26762,0.00395908,0.0683153,1.98689,-0.224831,-58.4957
5.27221,0.00395908,0,1.98689,0,49.0283
5.27532,0.00435852,0.128423,1.98558,-0.422198,-135.737
5.27986,0.00435852,0,1.98558,0,92.8983
5.28335,0.00435852,0,1.98558,0,0
5.28914,0.0046657,0.0530114,1.98457,-0.174087,-30.0433
5.29573,0.0046657,0,1.98457,0,26.4373
5.30246,0.00508669,0.0624868,1.98319,-0.204933,-30.418
5.31145,0.00508669,0,1.98319,0,22.8052
5.31851,0.00540528,0.045128,1.98214,-0.147834,-20.9402
5.32424,0.00582852,0.0738082,1.98076,-0.241487,-16.3324
5.328,0.00614718,0.0848464,1.97972,-0.277249,-9.52177
5.33498,0.00614718,0,1.97972,0,39.7303
5.33651,0.00656605,0.273314,1.97835,-0.892113,-582.108
5.33982,0.00656605,0,1.97835,0,269.562
5.34349,0.00688076,0.0856858,1.97732,-0.279325,-76.0515
5.3477,0.00688076,0,1.97732,0,66.333
5.3524,0.00688076,0,1.97732,0,0
5.35533,0.00729276,0.140595,1.97598,-0.457774,-156.215
5.35964,0.00729276,0,1.97598,0,106.197
5.36418,0.00729276,0,1.97598,0,0
5.36745,0.00743427,0.0432669,1.97552,-0.140728,-43.0277
5.37205,0.00743427,0,1.97552,0,30.5926
5.37545,0.00714354,-0.0855441,1.97647,0.278323,81.8922
5.37928,0.00714354,0,1.97647,0,-72.7245
5.38341,0.00714354,0,1.97647,0,0
5.38737,0.00676203,-0.0962328,1.97771,0.313477,79.0726
5.39229,0.00676203,0,1.97771,0,-63.7704
5.39565,0.00617985,-0.172959,1.97961,0.564315,167.652
5.4012,0.00617985,0,1.97961,0,-101.816
5.40741,0.00617985,0,1.97961,0,0
5.4142,0.0056353,-0.0802216,1.98139,0.262214,38.629
5.41831,0.00496696,-0.162836,1.98358,0.533314,66.0514
5.42158,0.00496696,0,1.98358,0,-162.919
5.42768,0.00437666,-0.0968246,1.98552,0.317782,52.1244
5.43103,0.00437666,0,1.98552,0,-94.698
5.43417,0.00437666,0,1.98552,0,0
5.43588,0.00368934,-0.401618,1.98778,1.32091,771.845
5.44024,0.00368934,0,1.98778,0,-302.947
5.44348,0.00368934,0,1.98778,0,0
5.44763,0.00324442,-0.107249,1.98924,0.353391,85.1855
5.45217,0.00319159,-0.0116459,1.98942,0.0384151,-69.4258
5.45571,0.00319159,0,1.98942,0,-10.8457
5.45965,0.00319159,0,1.98942,0,0
5.46336,0.00319159,0,1.98942,0,0
5.4676,0.00322255,0.0073071,1.98932,-0.0241069,-5.68842
5.47268,0.00322255,0,1.98932,0,4.74324
5.47536,0.00343818,0.0806705,1.9886,-0.265944,-99.4961
5.47947,0.00343818,0,1.9886,0,64.6189
5.48382,0.00343818,0,1.9886,0,0
5.48785,0.00362256,0.0457973,1.988,-0.150865,-37.4732
5.49223,0.00391673,0.06712,1.98703,-0.220938,-15.988
5.49556,0.00391673,0,1.98703,0,66.4239
5.49956,0.00391673,0,1.98703,0,0
5.5037,0.00391673,0,1.98703,0,0
5.50795,0.00413422,0.05123,1.98631,-0.168511,-39.6936
5.51232,0.00413422,0,1.98631,0,38.5232
5.51585,0.00445176,0.0900993,1.98527,-0.29607,-84.008
5.52039,0.00445176,0,1.98527,0,65.1251
5.52371,0.00445176,0,1.98527,0,0
5.52769,0.00469592,0.0613642,1.98447,-0.20148,-50.6363
5.53241,0.00503302,0.0713106,1.98336,-0.233898,-6.85791
5.5355,0.00503302,0,1.98336,0,75.6684
5.53975,0.00503302,0,1.98336,0,0
5.5434,0.00529233,0.0710221,1.98251,-0.232696,-63.7323
5.54754,0.00529233,0,1.98251,0,56.221
5.55331,0.00529233,0,1.98251,0,0
5.5559,0.00564205,0.134894,1.98137,-0.441558,-170.317
5.5597,0.00564205,0,1.98137,0,116.268
5.56372,0.00591229,0.0672493,1.98048,-0.219935,-54.7299
5.56751,0.00591229,0,1.98048,0,58.0793
5.57222,0.00591229,0,1.98048,0,0
5.57563,0.00627213,0.105433,1.97931,-0.344394,-100.908
5.57958,0.00627213,0,1.97931,0,87.2595
5.58415,0.00627213,0,1.97931,0,0
5.58766,0.0064068,0.0382928,1.97887,-0.124983,-35.5401
5.59232,0.0064068,0,1.97887,0,26.8402
5.59558,0.00616626,-0.0738446,1.97965,0.24107,74.0098
5.59957,0.00616626,0,1.97965,0,-60.3043
5.60342,0.00616626,0,1.97965,0,0
5.60762,0.00583884,-0.077937,1.98072,0.254668,60.6182
5.61271,0.00583884,0,1.98072,0,-50.033
5.61583,0.0053232,-0.165385,1.98241,0.541179,173.577
5.62008,0.0053232,0,1.98241,0,-127.185
5.62365,0.0053232,0,1.98241,0,0
5.62754,0.00482854,-0.126982,1.98403,0.416182,106.836
5.63229,0.00482854,0,1.98403,0,-87.6831
5.63559,0.00420808,-0.188223,1.98607,0.618075,187.501
5.63946,0.00420808,0,1.98607,0,-159.512
5.64375,0.00371717,-0.114512,1.98769,0.376703,87.871
5.648,0.00371717,0,1.98769,0,-88.6649
5.65222,0.00371717,0,1.98769,0,0
5.65588,0.00342603,-0.0794696,1.98864,0.261779,71.4553
5.65964,0.00342603,0,1.98864,0,-69.6556
5.66347,0.00343985,0.00360566,1.9886,-0.0118818,-3.10021
5.66755,0.00343985,0,1.9886,0,2.91098
5.67324,0.00343985,0,1.9886,0,0
5.67539,0.00349845,0.0272984,1.98841,-0.08997,-41.9151
5.67996,0.00349845,0,1.98841,0,19.7035
5.68349,0.00349845,0,1.98841,0,0
5.68739,0.00371928,0.056554,1.98768,-0.186256,-47.699
5.69242,0.00371928,0,1.98768,0,37.0384
5.69548,0.00390229,0.0599583,1.98708,-0.197352,-64.6582
5.7014,0.00390229,0,1.98708,0,33.302
5.71068,0.00390229,0,1.98708,0,0
5.71749,0.00419976,0.0437039,1.9861,-0.143735,-21.117
5.72372,0.00443146,0.0371777,1.98534,-0.12215,3.46349
5.72651,0.00476139,0.118468,1.98425,-0.388922,-95.7901
5.72908,0.00476139,0,1.98425,0,151.379
5.73291,0.00476139,0,1.98425,0,0
5.73539,0.00501589,0.102597,1.98342,-0.336505,-135.66
5.74005,0.00501589,0,1.98342,0,72.2094
5.74356,0.00501589,0,1.98342,0,0
5.74792,0.00536305,0.0796702,1.98228,-0.261011,-59.8982
5.75236,0.00536305,0,1.98228,0,58.8422
5.75547,0.00563126,0.0862625,1.9814,-0.28234,-90.8075
5.75941,0.00563126,0,1.9814,0,71.5671
5.76336,0.00563126,0,1.9814,0,0
5.76721,0.00599025,0.0932391,1.98023,-0.30488,-79.1849
5.77208,0.00599025,0,1.98023,0,62.5676
5.77614,0.00619592,0.0507198,1.97956,-0.165687,-40.8596
5.77939,0.00619592,0,1.97956,0,51.0235
5.7835,0.00619592,0,1.97956,0,0
5.78764,0.006185,-0.00264217,1.97959,0.00862367,2.08643
5.7919,0.006185,0,1.97959,0,-2.02125
5.7955,0.00585607,-0.0915066,1.98067,0.298998,83.179
5.79944,0.00585607,0,1.98067,0,-75.9502
5.8033,0.00547417,-0.0988881,1.98192,0.323497,83.7661
5.80786,0.00547417,0,1.98192,0,-70.8646
5.81277,0.00547417,0,1.98192,0,0
5.81563,0.00492281,-0.19241,1.98372,0.630377,219.984
5.81956,0.00492281,0,1.98372,0,-160.534
5.82357,0.00492281,0,1.98372,0,0
5.82748,0.00440415,-0.132617,1.98543,0.43526,111.291
5.83238,0.00440415,0,1.98543,0,-88.8375
5.83545,0.00376564,-0.207395,1.98753,0.682026,221.531
5.83972,0.00376564,0,1.98753,0,-160.044
5.84387,0.00376564,0,1.98753,0,0
5.84763,0.00333435,-0.114875,1.98895,0.378421,100.795
5.85229,0.00333435,0,1.98895,0,-81.229
5.85569,0.00326725,-0.0197293,1.98917,0.0650543,19.1278
5.85956,0.00326725,0,1.98917,0,-16.7871
5.86344,0.00326725,0,1.98917,0,0
5.8675,0.00327826,0.00271278,1.98913,-0.0089611,-2.20858
5.87297,0.00327826,0,1.98913,0,1.63743
5.87539,0.00347163,0.0799001,1.98849,-0.263324,-108.803
5.8795,0.00347163,0,1.98849,0,64.1568
5.88354,0.00347163,0,1.98849,0,0
5.88763,0.00363803,0.0406915,1.98795,-0.134045,-32.7808
5.89219,0.00363803,0,1.98795,0,29.4466
5.89549,0.00392605,0.0870729,1.987,-0.286651,-86.6587
5.89951,0.00392605,0,1.987,0,71.4338
5.90373,0.00392605,0,1.987,0,0
5.90763,0.00415165,0.0577833,1.98626,-0.190034,-48.6725
5.91229,0.00415165,0,1.98626,0,40.7704
5.91568,0.00447834,0.0963257,1.98518,-0.31652,-93.3274
5.9194,0.00447834,0,1.98518,0,85.2435
5.92345,0.00447834,0,1.98518,0,0
5.92766,0.0047304,0.0598351,1.98436,-0.196417,-46.626
5.93238,0.0047304,0,1.98436,0,41.6141
5.93563,0.00507648,0.106487,1.98322,-0.349241,-107.463
5.93974,0.00507648,0,1.98322,0,85.0256
5.94361,0.00534355,0.0689688,1.98235,-0.225957,-58.3508
5.94767,0.00534355,0,1.98235,0,55.6019
5.95256,0.00570221,0.073457,1.98117,-0.240393,-49.2348
5.95543,0.00570221,0,1.98117,0,83.6053
5.96144,0.00570221,0,1.98117,0,0
5.96732,0.00570221,0,1.98117,0,0
5.97201,0.00598015,0.0592866,1.98026,-0.193841,-41.3482
5.97637,0.00598015,0,1.98026,0,44.3793
5.98086,0.0063488,0.0822127,1.97906,-0.268503,-59.8778
5.98574,0.0063488,0,1.97906,0,55.035
5.9882,0.00648916,0.0570515,1.9786,-0.186161,-75.668
5.99319,0.00648916,0,1.9786,0,37.2652
5.99584,0.0062419,-0.0934813,1.97941,0.30512,115.357
5.99997,0.0062419,0,1.97941,0,-73.8042
6.00361,0.0062419,0,1.97941,0,0
6.0075,0.00590854,-0.0856344,1.9805,0.279734,71.8576
6.0121,0.00590854,0,1.9805,0,-60.8585
6.01531,0.00539881,-0.158542,1.98216,0.51865,161.318
6.01948,0.00539881,0,1.98216,0,-124.514
6.02342,0.00539881,0,1.98216,0,0
6.02738,0.00490803,-0.124014,1.98377,0.40638,102.686
6.03265,0.00490803,0,1.98377,0,-77.0909
6.03561,0.00428915,-0.208627,1.9858,0.684898,230.885
6.03942,0.00428915,0,1.9858,0,-179.744
6.04334,0.00428915,0,1.9858,0,0
6.04733,0.00379806,-0.122877,1.98742,0.404104,101.112
6.05224,0.00379806,0,1.98742,0,-82.2705
6.05553,0.00350629,-0.0887634,1.98838,0.292341,88.9363
6.05945,0.00350629,0,1.98838,0,-74.6388
6.06376,0.00350629,0,1.98838,0,0
6.06782,0.00352118,0.00366502,1.98833,-0.0120871,-2.97464
6.07248,0.00352118,0,1.98833,0,2.59385
6.07527,0.00358151,0.0216397,1.98813,-0.071282,-25.569
6.07939,0.00358151,0,1.98813,0,17.297
6.0838,0.00358151,0,1.98813,0,0
6.08752,0.00380651,0.0605334,1.98739,-0.199326,-53.6264
6.09204,0.00380651,0,1.98739,0,44.0413
6.09577,0.00399405,0.0503865,1.98677,-0.165781,-44.5413
6.1002,0.00399405,0,1.98677,0,37.3896
6.10349,0.00399405,0,1.98677,0,0
6.10746,0.00429876,0.0766971,1.98577,-0.25216,-63.4684
6.112,0.00429876,0,1.98577,0,55.5978
6.11557,0.00453763,0.0668147,1.98499,-0.219473,-61.3896
6.11978,0.00453763,0,1.98499,0,52.2379
6.12353,0.00487774,0.0905491,1.98387,-0.297163,-79.1158
6.12779,0.00487774,0,1.98387,0,69.7242
6.13257,0.00487774,0,1.98387,0,0
6.1354,0.00514189,0.0931903,1.98301,-0.305492,-107.774
6.13954,0.00514189,0,1.98301,0,73.7455
6.14337,0.00514189,0,1.98301,0,0
6.14742,0.00550199,0.0890435,1.98183,-0.291622,-72.1114
6.15262,0.00550199,0,1.98183,0,56.1079
6.15607,0.00578224,0.0811882,1.98091,-0.26561,-76.9477
6.15967,0.00578224,0,1.98091,0,73.7927
6.16362,0.00578224,0,1.98091,0,0
6.1674,0.00615688,0.0991336,1.97969,-0.323954,-85.721
6.17228,0.00615688,0,1.97969,0,66.388
6.1756,0.00629946,0.0430019,1.97922,-0.140433,-42.3541
6.17925,0.00629946,0,1.97922,0,38.4677
6.18352,0.00629946,0,1.97922,0,0
6.18779,0.0060526,-0.0576999,1.98003,0.188437,44.0436
6.19331,0.0060526,0,1.98003,0,-34.1365
6.19548,0.00571451,-0.156361,1.98113,0.511137,236.395
6.19957,0.00571451,0,1.98113,0,-124.992
6.20386,0.00571451,0,1.98113,0,0
6.20751,0.00517897,-0.146851,1.98288,0.480747,131.825
6.212,0.00517897,0,1.98288,0,-106.886
6.21528,0.00466369,-0.157099,1.98457,0.515156,157.063
6.21943,0.00466369,0,1.98457,0,-124.344
6.22424,0.00466369,0,1.98457,0,0
6.22749,0.00401506,-0.199339,1.98671,0.654968,201.285
6.23219,0.00401506,0,1.98671,0,-139.385
6.23542,0.00357638,-0.135758,1.98815,0.446875,138.296
6.23932,0.00357638,0,1.98815,0,-114.821
6.24336,0.00357638,0,1.98815,0,0
6.24726,0.00351441,-0.015874,1.98835,0.0522748,13.3897
6.25253,0.00351441,0,1.98835,0,-9.93414
6.25571,0.00353257,0.00570346,1.98829,-0.0187959,-5.90352
6.2596,0.00353257,0,1.98829,0,4.83239
6.26337,0.00353257,0,1.98829,0,0
6.26792,0.0037412,0.0458384,1.98761,-0.150943,-33.164
6.27201,0.0037412,0,1.98761,0,36.9133
6.27534,0.0039216,0.0541258,1.98701,-0.178147,-53.4481
6.27944,0.0039216,0,1.98701,0,43.4547
6.28364,0.0039216,0,1.98701,0,0
6.28797,0.00423031,0.0712836,1.986,-0.23442,-54.1306
6.29273,0.00423031,0,1.986,0,49.1909
6.29549,0.00447392,0.0882662,1.9852,-0.289997,-105.074
6.29968,0.00447392,0,1.9852,0,69.2752
6.30388,0.00482496,0.0835504,1.98405,-0.274244,-65.2705
6.30736,0.00482496,0,1.98405,0,78.8175
6.31209,0.00482496,0,1.98405,0,0
6.31581,0.00509796,0.0734604,1.98315,-0.240842,-64.8081
6.31992,0.00509796,0,1.98315,0,58.601
6.32339,0.00509796,0,1.98315,0,0
6.32754,0.00547144,0.0900118,1.98193,-0.294834,-71.0581
6.33231,0.00547144,0,1.98193,0,61.7509
6.33557,0.00576199,0.0892138,1.98098,-0.291874,-89.62
6.33946,0.00576199,0,1.98098,0,74.9714
6.34335,0.00576199,0,1.98098,0,0
6.34744,0.00615091,0.0951337,1.9797,-0.310929,-76.0559
6.3528,0.00615091,0,1.9797,0,58.0026
6.356,0.00629816,0.0459286,1.97922,-0.149959,-46.7743
6.35953,0.00629816,0,1.97922,0,42.527
6.36357,0.00629816,0,1.97922,0,0
6.36742,0.00604008,-0.0669047,1.98007,0.218493,56.643
6.37209,0.00604008,0,1.98007,0,-46.8353
6.37544,0.00568738,-0.105231,1.98122,0.344039,102.646
6.37929,0.00568738,0,1.98122,0,-89.5053
6.38389,0.00568738,0,1.98122,0,0
6.38826,0.00512953,-0.127663,1.98305,0.417967,95.6504
6.39212,0.00512953,0,1.98305,0,-108.235
6.39539,0.00459323,-0.164021,1.98481,0.53799,164.54
6.39942,0.00459323,0,1.98481,0,-133.449
6.4035,0.00459323,0,1.98481,0,0
6.40741,0.00391858,-0.172628,1.98702,0.56735,145.171
6.41211,0.00391858,0,1.98702,0,-120.665
6.41547,0.00346286,-0.135656,1.98852,0.446664,132.963
6.41979,0.00346286,0,1.98852,0,-103.482
6.42357,0.00346286,0,1.98852,0,0
6.42731,0.00339931,-0.0170043,1.98873,0.0560411,14.9945
6.4321,0.00339931,0,1.98873,0,-11.6849
6.43539,0.00341911,0.00603446,1.98867,-0.0198765,-6.05871
6.4394,0.00341911,0,1.98867,0,4.94941
6.4433,0.00341911,0,1.98867,0,0
6.44784,0.00363696,0.0480029,1.98795,-0.158156,-34.8492
6.45233,0.00363696,0,1.98795,0,35.2679
6.45561,0.00382527,0.0573717,1.98733,-0.188894,-57.549
6.45945,0.00382527,0,1.98733,0,49.2067
6.46338,0.00382527,0,1.98733,0,0
6.46744,0.00414685,0.0792109,1.98627,-0.260541,-64.1761
6.47258,0.00414685,0,1.98627,0,50.7213
6.47554,0.00440705,0.0877723,1.98542,-0.288483,-97.3127
6.4798,0.00440705,0,1.98542,0,67.8243
6.48377,0.00440705,0,1.98542,0,0
6.48782,0.00476954,0.0895706,1.98423,-0.294038,-72.6573
6.49207,0.00476954,0,1.98423,0,69.2157
6.49525,0.00504419,0.0864131,1.98333,-0.2834,-89.1654
6.49938,0.00504419,0,1.98333,0,68.4754
6.50371,0.00504419,0,1.98333,0,0
6.50766,0.00541037,0.0926787,1.98213,-0.303615,-76.8436
6.51284,0.00541037,0,1.98213,0,58.6682
6.51549,0.00568599,0.103655,1.98122,-0.339191,-127.56
6.51977,0.00568599,0,1.98122,0,79.4167
6.52345,0.00568599,0,1.98122,0,0
6.52758,0.00604831,0.0877257,1.98004,-0.286786,-69.4377
6.53208,0.00604831,0,1.98004,0,63.6978
6.53585,0.00624644,0.052649,1.97939,-0.171978,-45.6999
6.53978,0.00624644,0,1.97939,0,43.6745
6.54376,0.00624644,0,1.97939,0,0
6.54762,0.00622303,-0.00605829,1.97947,0.0198014,5.12325
6.55284,0.00588294,-0.0652289,1.98058,0.213097,37.0742
6.55594,0.00588294,0,1.98058,0,-68.7586
6.55955,0.00588294,0,1.98058,0,0
6.56354,0.00588294,0,1.98058,0,0
6.56745,0.00547462,-0.104314,1.98192,0.341241,87.1769
