time-(s),x-position-(m),y-position-(m),z-position-(m),roll-(rad),pitch-(rad),yaw-(rad),x-velocity-(m/s),y-velocity-(m/s),z-velocity-(m/s),x-angular-velocity-(rad/s),y-angular-velocity-(rad/s),z-angular-velocity-(rad/s),steering-angle-(rad),steering-angle-velocity-(rad/s),speed-(m/s),acceleration-(m/s^2),jerk-(m/s^3)
12.65,-5.30779510204081,-0.256098551020408,0,0,0,-0.00204121142857148,1.98294428571429,0,0,0,0,-0.0575291795918375,0.00428292,0,1.98582,0,35.8538489795877
12.66,-5.29521846153846,-0.256158538461538,0,0,0,-0.00240375692307706,1.98301769230769,0,0,0,0,-0.0590705384615378,0.00457247,0,1.98487,0,62.8461333333178
12.67,-5.26853979591837,-0.256305836734694,0,0,0,-0.00320359938775512,1.98309306122449,0,0,0,0,-0.0607203346938777,0.00497686,0.0492319102040863,1.98355,-0.161527224489811,-9.12974693878193
12.68,-5.25521525,-0.25638885,0,0,0,-0.00360670275000001,1.98306425,0,0,0,0,-0.0613768599999999,0.00528314,0,1.98254,0,81.5150441860401
12.69,-5.22847304347826,-0.256575,0,0,0,-0.0044286256521739,1.98277434782609,0,0,0,0,-0.0620555152173912,0.00567184,0.0456107195122121,1.98127,-0.149297195122007,0.387214634120156
12.7,-5.216061,-0.2566692,0,0,0,-0.00481033599999984,1.982535,0,0,0,0,-0.062376870000001,0.00596453,0,1.98031,0,63.0341560975799
12.71,-5.18868553191489,-0.256878638297872,0,0,0,-0.00546295638297881,1.9818114893617,0,0,0,0,-0.0041887127659295,0.00634971,0.0461593702127358,1.97906,-0.15075710638288,-1.9730063829325
12.72,-5.17662552631578,-0.256943552631579,0,0,0,-0.0053887231578946,1.981455,0,0,0,0,0.0329143947368522,0.00648159,0.000867761702125693,1.97863,-0.00283097872339783,27.0046787234076
12.73,-5.1491997826087,-0.257021630434783,0,0,0,-0.00456002152173914,1.98085456521739,0,0,0,0,0.0809236673913038,0.00620805,-0.0317053244444462,1.97952,0.103478711111117,0.728317777780326
12.74,-5.13664461538461,-0.257031923076923,0,0,0,-0.00401445076923055,1.98075384615385,0,0,0,0,0.0937518307692328,0.00584951,0,1.98069,0,-77.9156864864623
12.75,-5.11097528301887,-0.257006283018868,0,0,0,-0.00269025641509441,1.98079433962264,0,0,0,0,0.108568773584905,0.00530292,-0.0754203620689662,1.98248,0.246798465517244,27.3720689655182
12.76,-5.097187,-0.2569709,0,0,0,-0.00192977900000027,1.980878,0,0,0,0,0.1138799,0.00479175,0,1.98415,0,-157.829699999992
12.77,-5.069700625,-0.2568626875,0,0,0,-0.000418689312500044,1.981155,0,0,0,0,0.0899304750000016,0.00416482,-0.0717738775510382,1.98621,0.235721918367405,0.669877551047222
12.78,-5.0572256097561,-0.256818341463415,0,0,0,4.67324390242549E-05,1.98133146341463,0,0,0,0,0.0590382463414794,0.00368432,0,1.98779,0,-105.588488888886
12.79,-5.02972590909091,-0.256766136363636,0,0,0,0.00035111468181819,1.98178954545455,0,0,0,0,-0.00420167045454281,0.00341492,-0.0320066046511687,1.98868,0.105430232558159,-1.24128837208347
12.8,-5.01777153846153,-0.256762,0,0,0,0.000273321230769195,1.98199153846154,0,0,0,0,-0.0201444307692358,0.00335548249999999,-0.000836652500001114,1.98888,0.00275746250000367,-10.7993874999969
12.81,-4.9913652,-0.25678504,0,0,0,-0.000160416920000028,1.9824248,0,0,0,0,-0.0410440960000004,0.00333219,0,1.98895,0,-2.83267450980282
12.82,-4.978281,-0.2568106,0,0,0,-0.000460021400000036,1.982624,0,0,0,0,-0.046788550000001,0.00347568,0,1.98848,0,35.7425052631625
12.83,-4.95118,-0.256888666666667,0,0,0,-0.00116562533333333,1.98298666666667,0,0,0,0,-0.0541167333333333,0.00358616,0.0130417404255339,1.98812,-0.0429753617021343,-0.43692978723713
12.84,-4.938621,-0.2569355,0,0,0,-0.00152226299999989,1.98313,0,0,0,0,-0.0559267699999984,0.00382368,0,1.98734,0,52.3531069767401
12.85,-4.91167022727273,-0.257056545454545,0,0,0,-0.00231102681818183,1.98338204545455,0,0,0,0,-0.0586085818181818,0.00399883,0.0216284750000044,1.98676,-0.0711606500000144,-1.52901000000679
12.86,-4.89880538461539,-0.257124307692308,0,0,0,-0.0027011669230768,1.98347384615385,0,0,0,0,-0.0591656923076909,0.00428754,0,1.98581,0,62.6192416666807
12.87,-4.87262764705883,-0.257279823529412,0,0,0,-0.00349507627450971,1.98360019607843,0,0,0,0,-0.0603524450980398,0.00450189,0.0268612811320831,1.98511,-0.0882421132075724,-5.67869056604869
12.88,-4.85949684210526,-0.257367210526316,0,0,0,-0.00390663447368435,1.98363578947368,0,0,0,0,-0.0602344500000013,0.00482659,0.00718591304346161,1.98404,-0.0235832608695106,64.5924195652477
12.89,-4.83189872340425,-0.257569255319149,0,0,0,-0.00475887234042559,1.98359553191489,0,0,0,0,-0.0607287234042549,0.00507097,0.0277892086956348,1.98324,-0.0911199130434213,1.05747826089623
12.9,-4.81946538461538,-0.257668615384615,0,0,0,-0.0051462276923078,1.98348076923077,0,0,0,0,-0.0607807153846164,0.00542609,0,1.98208,0,74.8002549999902
12.91,-4.79419254545455,-0.257885636363636,0,0,0,-0.00592383090909089,1.98305309090909,0,0,0,0,-0.0614471200000001,0.00569707,0.0372437421052621,1.98119,-0.121864947368418,-13.5226210526302
12.92,-4.7796156097561,-0.258016902439024,0,0,0,-0.00634098878048782,1.98270926829268,0,0,0,0,-0.0474321634146325,0.00608057,0,1.97993,0,129.20804878048
12.93,-4.75258553191489,-0.258226957446808,0,0,0,-0.00656951531914894,1.98192510638298,0,0,0,0,0.0226716489361681,0.00629011,0.02517845,1.97925,-0.082221,-2.11585
12.94,-4.74094243902439,-0.258291121951219,0,0,0,-0.00636897658536596,1.98162195121951,0,0,0,0,0.0513666658536541,0.00624379,0,1.9794,0,-10.5965853658543
12.95,-4.71379531914894,-0.258376,0,0,0,-0.00536995914893631,1.98123617021277,0,0,0,0,0.0890002787233999,0.00581011,-0.0576646590909263,1.98082,0.188418090909147,8.90553181820887
12.96,-4.7003487804878,-0.258392048780488,0,0,0,-0.00473773463414614,1.98122219512195,0,0,0,0,0.10011004390244,0.00530307,0,1.98248,0,-112.667624999979
12.97,-4.67402604166667,-0.258375791666667,0,0,0,-0.00332279937499995,1.98137979166667,0,0,0,0,0.112194916666667,0.004576,-0.0904024509803645,1.98486,0.296441666666576,14.672843137214
12.98,-4.66127263157894,-0.258348894736842,0,0,0,-0.00259990710526284,1.98151815789474,0,0,0,0,0.116035447368421,0.00387682,0,1.98716,0,-163.381027026976
12.99,-4.63340217391305,-0.258263043478261,0,0,0,-0.00114823669565223,1.98198130434783,0,0,0,0,0.0609926956521792,0.00268046434782615,-0.168823500000008,1.99110782608696,0.556920347826114,47.7805000000232
13,-4.62127153846154,-0.258244461538461,0,0,0,-0.000876877846153841,1.98224461538462,0,0,0,0,0.0255623452307666,0.002401,0,1.99203,0,0
13.01,-4.59489255319149,-0.258248659574468,0,0,0,-0.000872952829787239,1.98287638297872,0,0,0,0,-0.0192053814042572,0.00225177,-0.0174027272727238,1.99252,0.0575536363636247,1.36131818181305
13.02,-4.581771,-0.2582683,0,0,0,-0.0010323227999999,1.983188,0,0,0,0,-0.0326363899999979,0.00220375,0,1.99268,0,-11.3516604651194
13.03,-4.55438191489362,-0.258342808510638,0,0,0,-0.00159480234042552,1.98378234042553,0,0,0,0,-0.0481448936170209,0.00239807,0.0250734265306158,1.99204,-0.0829380000000118,-3.49973877551586
13.04,-4.54379857142857,-0.258380071428571,0,0,0,-0.00184586071428564,1.98398714285714,0,0,0,0,-0.0523254428571428,0.002561,0.00410254166667577,1.9915,-0.0135616666666968,26.7127166666514
13.05,-4.51440826086956,-0.258514,0,0,0,-0.00265870565217407,1.98447173913043,0,0,0,0,-0.0577017695652198,0.00289262,0.0440633953488245,1.9904,-0.145550697674377,-2.70688139532703
13.06,-4.50262394736842,-0.258577315789474,0,0,0,-0.00299847210526333,1.98462947368421,0,0,0,0,-0.0591348842105255,0.00314567,0,1.98957,0,51.5625916666505
13.07,-4.47653509433962,-0.258737660377358,0,0,0,-0.00378547415094336,1.98490264150943,0,0,0,0,-0.0604556396226411,0.00354362,0.051820055555559,1.98826,-0.170820555555567,-14.9092666666714
13.08,-4.46286024390244,-0.258829902439024,0,0,0,-0.00419160804878056,1.98500219512195,0,0,0,0,-0.0615329439024386,0.0038449,0,1.98727,0,87.6234761904586
13.09,-4.43530510638298,-0.259038127659574,0,0,0,-0.00503992765957445,1.98510042553192,0,0,0,0,-0.0621101787234041,0.0042843,0.0558777083333446,1.98582,-0.18374858333337,-5.49785000001806
13.1,-4.423015,-0.2591391,0,0,0,-0.00541812999999985,1.985089,0,0,0,0,-0.062395960000001,0.00461895,0,1.98472,0,73.8328116279012
13.11,-4.39615673469388,-0.25937793877551,0,0,0,-0.00625565591836724,1.98480489795918,0,0,0,0,-0.0624572857142847,0.00509088,0.061366,1.98317,-0.2012805,-10.768
13.12,-4.38352684210527,-0.259497763157895,0,0,0,-0.00664384473684196,1.98453236842105,0,0,0,0,-0.062817200000001,0.00545345,0,1.98199,0,83.1969947368716
13.13,-4.35661666666666,-0.2597718125,0,0,0,-0.00748877791666676,1.98369854166667,0,0,0,0,-0.0626371354166675,0.00609373576271188,0.0940596610169472,1.97989440677966,-0.307542305084739,-41.4495050847411
13.14,-4.34348846153846,-0.259913153846154,0,0,0,-0.00789486846153861,1.98318461538462,0,0,0,0,-0.0628954692307682,0.00634527,0,1.97907,0,0
13.15,-4.3162655319149,-0.26020785106383,0,0,0,-0.00854762319148935,1.98193595744681,0,0,0,0,-0.00442303829787494,0.00686467,0.0591428478261,1.97738,-0.192873586956564,1.98411956519749
13.16,-4.303997,-0.2603122,0,0,0,-0.00846906799999995,1.981344,0,0,0,0,0.0332059100000035,0.00704305,0,1.9768,0,37.9843850000068
13.17,-4.27678652173913,-0.260475413043478,0,0,0,-0.00764656021739132,1.98034956521739,0,0,0,0,0.0809084065217386,0.00667429,-0.0451241488372068,1.978,0.147037767441852,2.54891627906586
13.18,-4.26459842105264,-0.260523763157895,0,0,0,-0.00712020789473706,1.98014815789474,0,0,0,0,0.0935677868421032,0.00618966,0,1.97958,0,-103.447179487214
13.19,-4.23704914893617,-0.260581106382979,0,0,0,-0.00570076489361705,1.98013127659574,0,0,0,0,0.109564574468085,0.00544883,-0.088612,1.982,0.289725,9.36150000000001
13.2,-4.22537594594595,-0.260586945945946,0,0,0,-0.00505326216216237,1.98021405405405,0,0,0,0,0.113838783783784,0.00475453,-0.00486973913050812,1.98428,0.0159598695654577,-150.438239130305
13.21,-4.19786042553191,-0.260555553191489,0,0,0,-0.00343657553191474,1.98057106382979,0,0,0,0,0.119031723404256,0.00390053,-0.099354,1.98708,0.326459,5.3835
13.22,-4.185177,-0.2605234,0,0,0,-0.00267793999999971,1.980806,0,0,0,0,0.120732199999999,0.00314467,0,1.98957,0,-174.363804878015
13.23,-4.15934924528302,-0.260436169811321,0,0,0,-0.00127023158490572,1.98142603773585,0,0,0,0,0.0705871283018928,0.00202494528301885,-0.167952811320751,1.99327452830189,0.555186641509423,70.5713962264078
13.24,-4.145554,-0.2604096,0,0,0,-0.000910406699999992,1.981823,0,0,0,0,0.0275383605999966,0.00169035,0,1.99438,0,0
13.25,-4.11832510204082,-0.260410734693878,0,0,0,-0.000891780428571428,1.9826406122449,0,0,0,0,-0.0193571891428567,0.0016444144,-0.00424078560000111,1.9945324,0.0140650160000037,-1.5379039999986
13.26,-4.105901,-0.2604284,0,0,0,-0.0010436174999999,1.982998,0,0,0,0,-0.0319821199999978,0.00166408,0,1.99447,0,0
13.27,-4.07893404255319,-0.260498936170213,0,0,0,-0.00159148042553192,1.98370659574468,0,0,0,0,-0.0475093319148938,0.00194477,0.03498315,1.99354,-0.115915,-4.76845
13.28,-4.06622800000001,-0.2605444,0,0,0,-0.00190094599999986,1.983996,0,0,0,0,-0.05206397,0.00218536,0,1.99274,0,56.753112500018
13.29,-4.03911333333334,-0.260666666666667,0,0,0,-0.00264470666666655,1.98451666666667,0,0,0,0,-0.0573272333333314,0.00257736,0.0475216163265507,1.99145,-0.157161795918434,-4.98542653064247
13.3,-4.026545,-0.2607333,0,0,0,-0.00300452200000015,1.984714,0,0,0,0,-0.0589836299999993,0.00292310463414644,0.0102111219512427,1.99030341463415,-0.0336862439025156,60.5073073170374
13.31,-3.99927282608696,-0.260900217391304,0,0,0,-0.00381918608695651,1.98503804347826,0,0,0,0,-0.0607901782608695,0.00330656,0,1.98904,0,41.1340239130178
13.32,-3.9866923076923,-0.260985846153846,0,0,0,-0.00419934307692322,1.98514307692308,0,0,0,0,-0.0614168692307684,0.0036291,0,1.98798,0,68.0275749999871
13.33,-3.96027978723404,-0.261184744680851,0,0,0,-0.00501431404255323,1.98527829787234,0,0,0,0,-0.0618595744680854,0.00406041,0.054242046511627,1.98656,-0.178508139534881,-9.95179302325456
13.34,-3.94750128205129,-0.261288923076923,0,0,0,-0.00540211999999987,1.98530282051282,0,0,0,0,-0.0624510256410265,0.00438561,0,1.98549,0,79.7665621621675
13.35,-3.92001,-0.261533333333333,0,0,0,-0.00625916,1.98515666666667,0,0,0,0,-0.0625045333333333,0.00481405,0.0526738333333384,1.98408,-0.172912562500017,-5.73251666667437
13.36,-3.90816894736842,-0.261645157894737,0,0,0,-0.00662147894736832,1.98497736842105,0,0,0,0,-0.0629221947368428,0.00513633,0,1.98302,0,74.7038
13.37,-3.88031666666667,-0.261928666666667,0,0,0,-0.0074958733333332,1.98430333333333,0,0,0,0,-0.0627258999999988,0.00555862,0.0542515,1.98164,-0.177668,-6.92675
13.38,-3.86725525,-0.262069775,0,0,0,-0.00790301600000012,1.98389225,0,0,0,0,-0.0628042274999992,0.0058759,0,1.9806,0,68.626024999991
13.39,-3.84065,-0.262357666666667,0,0,0,-0.00854020000000003,1.98290666666667,0,0,0,0,-0.00560943333332334,0.00635804622641513,0.0662001132075298,1.97902830188679,-0.216214235849,-20.966477358461
13.4,-3.82830263157894,-0.262463789473684,0,0,0,-0.00847077421052618,1.98242868421053,0,0,0,0,0.0327386315789575,0.00643353,0,1.97878,0,0
13.41,-3.8015352,-0.26262428,0,0,0,-0.00766666279999996,1.9816476,0,0,0,0,0.0798493120000017,0.0061418,-0.0382026634615356,1.97973,0.124710923076914,9.50471730768813
13.42,-3.788454,-0.2626766,0,0,0,-0.00710628499999991,1.98147,0,0,0,0,0.0936521800000009,0.00575844,0,1.98099,0,-102.371999999991
13.43,-3.7619016,-0.2627322,0,0,0,-0.00573824840000017,1.9814448,0,0,0,0,0.109050639999998,0.00517306,-0.0831707692307814,1.9829,0.272245615384655,26.5825846154029
13.44,-3.74867153846154,-0.262738384615385,0,0,0,-0.00500415615384646,1.98151615384615,0,0,0,0,0.113889,0.00462519,0,1.9847,0,-140.333780487796
13.45,-3.72116913043478,-0.26272452173913,0,0,0,-0.00359607391304353,1.98180086956522,0,0,0,0,0.0599428000000052,0.00371498695652178,-0.127806195652181,1.98769260869565,0.420295739130459,34.4593695652364
13.46,-3.70885560975609,-0.262737585365854,0,0,0,-0.0033296707317073,1.98197512195122,0,0,0,0,0.024430677073164,0.00351535,0,1.98835,0,0
13.47,-3.6815252173913,-0.262812130434783,0,0,0,-0.00333881130434785,1.98238869565217,0,0,0,0,-0.0213001808695745,0.0034737,-0.00481178478260569,1.98849,0.0158528086956423,-0.0916747826133602
13.48,-3.669544,-0.262861,0,0,0,-0.0034959650000001,1.982564,0,0,0,0,-0.0329547300000021,0.00351359,0,1.98836,0,8.69668333333118
13.49,-3.64216872340426,-0.26300385106383,0,0,0,-0.00406173106382977,1.98291659574468,0,0,0,0,-0.0483213510638294,0.003741,0.0270494191489375,1.98761,-0.0890897659574512,-1.96071702127859
13.5,-3.629891,-0.2630797,0,0,0,-0.00436617400000005,1.983047,0,0,0,0,-0.05247012,0.00393448,0,1.98697,0,43.9851282051196
13.51,-3.60767565217391,-0.263236260869565,0,0,0,-0.00499626782608698,1.98325565217391,0,0,0,0,-0.0556875521739135,0.00424612,0.0484568422535231,1.98595,-0.159355718309866,-25.1056887323964
13.52,-3.59180847457627,-0.263355677966102,0,0,0,-0.00542160762711853,1.9833886440678,0,0,0,0,-0.0593955474576276,0.00446962487804872,0.0543869902438882,1.98520853658537,-0.178676926829221,-41.5902560975433
13.53,-3.56692075,-0.263570225,0,0,0,-0.00618938949999991,1.98352325,0,0,0,0,-0.059732029999999,0.00482218,0.0981996279069756,1.98405,-0.322307162790694,-98.3517883720909
13.54,-3.55040846153847,-0.263721230769231,0,0,0,-0.0066722207692306,1.98333230769231,0,0,0,0,-0.0614832538461549,0.00616558,0,1.97966,0,443.697243243337
13.55,-3.5257448275862,-0.263968793103448,0,0,0,-0.00744258448275872,1.98190965517241,0,0,0,0,-0.0615186862068975,0.00786098,0.251001442622938,1.97414,-0.817452786885203,-113.699852458999
13.56,-3.51127538461538,-0.264121743589744,0,0,0,-0.00787667358974378,1.98051,0,0,0,0,-0.0625797615384603,0.00948492,0,1.96888,0,691.864804877911
13.57,-3.48330695652174,-0.264422434782609,0,0,0,-0.00854533521739129,1.97677782608696,0,0,0,0,-0.00260823913044026,0.0112127,0.19920765957437,1.96331,-0.641706382978408,14.0164680852602
13.58,-3.47118,-0.264523547619048,0,0,0,-0.00845400666666663,1.97485857142857,0,0,0,0,0.0343458428571452,0.0127052,0,1.95853,0,307.155372549015
13.59,-3.44371106382979,-0.264684212765957,0,0,0,-0.00760565553191495,1.97024191489362,0,0,0,0,0.0826239446808486,0.0137853,0.155030400000026,1.95508,-0.494690000000084,-25.0673333333779
13.6,-3.43178461538462,-0.264729076923077,0,0,0,-0.0070743715384618,1.96824076923077,0,0,0,0,0.0945693384615361,0.0147593,0,1.95198,0,200.181771428602
13.61,-3.40449739130435,-0.26478247826087,0,0,0,-0.00564955695652181,1.96380652173913,0,0,0,0,0.110368434782608,0.0155073,0.095364888888903,1.94961,-0.302440462963008,-23.9041111111299
13.62,-3.39248307692308,-0.264785769230769,0,0,0,-0.00496766538461569,1.96194307692308,0,0,0,0,0.114309384615385,0.0163244615384614,0.0156358974358618,1.94702820512821,-0.0493565128204004,181.240435897515
13.63,-3.36598553191489,-0.264752893617021,0,0,0,-0.00339331893617005,1.95805957446808,0,0,0,0,0.11913695744681,0.016857,0,1.94535,0,58.8993599999843
13.64,-3.35373142857143,-0.264720857142857,0,0,0,-0.0026531528571427,1.95636857142857,0,0,0,0,0.120718142857142,0.0175004,0,1.94332,0,142.571571428552
13.65,-3.32674,-0.26461,0,0,0,-0.000983783333333333,1.95287666666667,0,0,0,0,0.122048666666667,0.0180012,0.061472428571415,1.94174,-0.193295285714243,-5.25015238093266
13.66,-3.31422692307692,-0.264541923076923,0,0,0,-0.000207706615384341,1.95136230769231,0,0,0,0,0.122555692307691,0.0185684,0,1.93996,0,122.233399999984
13.67,-3.28745021276596,-0.264360042553191,0,0,0,0.00146652255319145,1.94831978723404,0,0,0,0,0.122892234042553,0.0189986,0.0477974000000081,1.93862,-0.149793933333359,2.39035333332166
13.68,-3.27559684210527,-0.264264763157895,0,0,0,0.00220668078947341,1.94705815789474,0,0,0,0,0.123106342105264,0.0195031,0,1.93704,0,102.558162162169
13.69,-3.24906795918368,-0.264016224489796,0,0,0,0.00387660204081609,1.94441530612245,0,0,0,0,0.122844673469387,0.0198708,0.0444606770833376,1.93589,-0.13893916666668,-3.35870208333954
13.7,-3.23615926829269,-0.263879341463415,0,0,0,0.00468462560975577,1.94321195121951,0,0,0,0,0.122963000000001,0.0203176,0,1.93449,0,95.3278571428844
13.71,-3.20981795918367,-0.263565387755102,0,0,0,0.0063405648979593,1.94092571428571,0,0,0,0,0.122819775510205,0.0206261,0.0389988521739093,1.93353,-0.121553217391293,-5.39793043477724
13.72,-3.19717825,-0.26339895,0,0,0,0.00713489950000022,1.9398995,0,0,0,0,0.122770274999999,0.0210174,0,1.93231,0,86.6822153845991
13.73,-3.17060826086957,-0.263015739130435,0,0,0,0.00880325999999992,1.93789304347826,0,0,0,0,0.122743304347826,0.0212683,0.0273835531914864,1.93153,-0.0851800212765865,1.89587021277019
13.74,-3.158899,-0.2628324,0,0,0,0.00953870300000012,1.937071,0,0,0,0,0.1227066,0.0216051,0,1.93049,0,67.6912390243813
13.75,-3.13244,-0.262385666666667,0,0,0,0.0112043,1.93534666666667,0,0,0,0,0.122414666666667,0.0217991,0.0250531862745109,1.92988,-0.0777897058823562,-4.44266862745248
13.76,-3.12003923076924,-0.262161461538462,0,0,0,0.0119813538461535,1.93460230769231,0,0,0,0,0.122481692307694,0.0220821,0,1.92901,0,63.9756749999967
13.77,-3.09414235294118,-0.261660764705882,0,0,0,0.0136123529411763,1.93317294117647,0,0,0,0,0.122142529411764,0.0222198,0.0173809698113257,1.92858,-0.0538899622641663,-3.57731132076143
13.78,-3.081524,-0.2614022,0,0,0,0.0144003999999997,1.932538,0,0,0,0,0.122347800000001,0.0224493,0,1.92787,0,54.6932717948901
13.79,-3.05456695652174,-0.260814652173913,0,0,0,0.0160938434782608,1.93131652173913,0,0,0,0,0.122216913043478,0.022531,0.00896986363636467,1.92761,-0.0277892045454577,0.608102272725798
13.8,-3.0429,-0.2605461,0,0,0,0.0168261200000003,1.930842,0,0,0,0,0.122194099999999,0.0227075,0,1.92707,0,35.4467414634078
13.81,-3.01625638297872,-0.259899957446809,0,0,0,0.0185009574468085,1.92988106382979,0,0,0,0,0.122005595744681,0.0227334,0.00310729466666683,1.92699,-0.00961180000000052,-0.140307555555796
13.82,-3.00416461538461,-0.259592076923077,0,0,0,0.0192590769230772,1.92949846153846,0,0,0,0,0.122022538461537,0.022857,0,1.92661,0,25.462512820508
13.83,-2.97739782608696,-0.258877956521739,0,0,0,0.0209387739130434,1.92877695652174,0,0,0,0,0.121958434782608,0.0228275,-0.00321370869565329,1.9267,0.00993686956522084,-0.34463304347664
13.84,-2.96631918918919,-0.25856972972973,0,0,0,0.021631016216216,1.92852918918919,0,0,0,0,0.122095702702704,0.0228984,0.00123022978723126,1.92648,-0.00380431276594882,10.9186489361744
13.85,-2.9399172,-0.25780176,0,0,0,0.0232952559999998,1.9280444,0,0,0,0,0.121590279999999,0.0228136,-0.01046295,1.92674,0.0323595,1.51235
13.86,-2.92701547619048,-0.257411357142857,0,0,0,0.0241003023809521,1.92786571428571,0,0,0,0,0.121809500000001,0.022832,0,1.92668,0,4.10332400000161
13.87,-2.90376419354839,-0.256678612903226,0,0,0,0.0255735483870967,1.92772064516129,0,0,0,0,0.120900580645161,0.0222436,-0.09249365714287,1.92851,0.286401028571468,47.2240771428728
13.88,-2.8883331707317,-0.256176219512195,0,0,0,0.0265267292682929,1.92779390243902,0,0,0,0,0.121682048780487,0.0213801,0,1.93119,0,-363.366585365804
13.89,-2.86206,-0.255283638297872,0,0,0,0.0281738744680852,1.92811425531915,0,0,0,0,0.121625531914894,0.019931860869565,-0.2128548695652,1.93570021739131,0.663512847826034,64.8515217390646
13.9,-2.85026707317073,-0.254869292682927,0,0,0,0.0289102975609757,1.92833,0,0,0,0,0.121742609756097,0.019544,0,1.93691,0,0
13.91,-2.82406260869565,-0.253916565217391,0,0,0,0.0305562173913044,1.92897217391304,0,0,0,0,0.121453826086957,0.0185734,-0.132273350000027,1.93995,0.414181350000084,18.7637500000414
13.92,-2.81177894736842,-0.253455921052632,0,0,0,0.0313204894736839,1.92934526315789,0,0,0,0,0.121737131578948,0.0177373,0,1.94257,0,-175.057184210494
13.93,-2.78494638297872,-0.252414638297872,0,0,0,0.0330026382978723,1.93031063829787,0,0,0,0,0.121596106382979,0.0167823,-0.106752708333355,1.94558,0.336227375000068,-1.58229166663585
13.94,-2.77285461538462,-0.251930923076923,0,0,0,0.0337583461538458,1.93080846153846,0,0,0,0,0.121661461538463,0.0158872230769232,-0.0185821538461115,1.94840923076923,0.0588616923075583,-152.883384615451
13.95,-2.74620444444445,-0.2508322,0,0,0,0.0354262266666666,1.93203755555556,0,0,0,0,0.121669711111111,0.0150199,0,1.95116,0,-87.4204444444703
13.96,-2.73407731707317,-0.250317609756097,0,0,0,0.0361853341463417,1.93265024390244,0,0,0,0,0.121659658536585,0.0142102,0,1.95373,0,-159.989023255799
13.97,-2.70914039215686,-0.24922994117647,0,0,0,0.037750943137255,1.93401470588235,0,0,0,0,0.121336274509805,0.0132858,-0.126426226415097,1.95667,0.402754528301896,39.002396226419
13.98,-2.69527775,-0.248609375,0,0,0,0.0386117150000002,1.9348335,0,0,0,0,0.121691949999999,0.0124891,0,1.95922,0,-217.526049999972
13.99,-2.66893375,-0.247396,0,0,0,0.04025756875,1.93649625,0,0,0,0,0.121811,0.01113885625,-0.191591874999998,1.9635475,0.614580937499995,56.0503624999947
14,-2.65743230769231,-0.246852846153846,0,0,0,0.0409738846153844,1.93726230769231,0,0,0,0,0.121990051282052,0.0107959,0,1.96465,0,0
14.01,-2.63006521739131,-0.245527,0,0,0,0.0426859608695651,1.93918391304348,0,0,0,0,0.121959478260869,0.00990151,-0.101240066666684,1.96753,0.326116000000055,-3.92533333330763
14.02,-2.61821,-0.244937846153846,0,0,0,0.0434270307692305,1.94005307692308,0,0,0,0,0.121982846153847,0.0091304,0,1.97002,0,-162.615512195171
14.03,-2.59173469387755,-0.243590591836735,0,0,0,0.0450825918367347,1.94206693877551,0,0,0,0,0.121978857142857,0.00825086,-0.110368320000052,1.97287,0.357471840000169,15.8905200000781
14.04,-2.57909500000001,-0.24293225,0,0,0,0.0458718874999996,1.943067,0,0,0,0,0.122034100000001,0.00749243,0,1.97533,0,-167.789837837887
14.05,-2.552641875,-0.241522,0,0,0,0.0475227187500001,1.94523375,0,0,0,0,0.12219225,0.00662769,-0.0924424999999589,1.97815,0.301017916666533,-10.8494166667289
14.06,-2.540741,-0.2408736,0,0,0,0.0482647300000003,1.946238,0,0,0,0,0.122302099999999,0.00588191,0,1.98058,0,-155.210595238074
14.07,-2.51417333333333,-0.239392333333333,0,0,0,0.0499267,1.94854,0,0,0,0,0.122251,0.00503192,-0.109634553191484,1.98337,0.358876595744664,17.4845744680772
14.08,-2.50199146341463,-0.238699146341463,0,0,0,0.050683692682927,1.94961926829268,0,0,0,0,0.122501146341463,0.00429877,0,1.98577,0,-171.090243902428
14.09,-2.47622615384616,-0.237217076923077,0,0,0,0.0521216076923076,1.95195153846154,0,0,0,0,0.0700602000000084,0.00346351,-0.112926111111119,1.98852,0.371595000000024,34.6453333333439
14.1,-2.46288,-0.2364713,0,0,0,0.05247416,1.953177,0,0,0,0,0.0278805690000085,0.00292457,0,1.9903,0,-149.843700000037
14.11,-2.43621,-0.235036666666667,0,0,0,0.0524993,1.95557666666667,0,0,0,0,-0.01860889,0.002873085,-0.004566175,1.990465,0.0150757,-2.01225
14.12,-2.42334950000001,-0.23436435,0,0,0,0.0523401400000001,1.95667975,0,0,0,0,-0.0315764899999973,0.00288959,0,1.99041,0,0
14.13,-2.39697826086956,-0.233018804347826,0,0,0,0.0518076913043478,1.95879760869565,0,0,0,0,-0.0468983478260884,0.00314488,0.0295671199999894,1.98957,-0.0975846666666317,-0.373815555539458
14.14,-2.38493210526315,-0.232416526315789,0,0,0,0.0515150289473683,1.95969815789474,0,0,0,0,-0.05122605,0.00336302,0,1.98885,0,47.6265166666517
14.15,-2.35726531914894,-0.231060361702128,0,0,0,0.050760185106383,1.96159872340426,0,0,0,0,-0.0567358851063832,0.00372146,0.0386889565217182,1.98767,-0.127449565217322,3.83170869568403
14.16,-2.34627210526316,-0.230530263157895,0,0,0,0.0504467947368422,1.96229052631579,0,0,0,0,-0.0582366315789478,0.00399884,0,1.98676,0,60.3175
