time-(s),steering-angle-(rad),steering-angle-velocity-(rad/s),speed-(m/s),acceleration-(m/s^2),jerk-(m/s^3)
2.73,0.007820870909464178,0.014647101950318217,1.9743328515705194,-0.04746141613631701,31.83296180045164
2.74,0.008189778731266691,0.016540470868404895,1.9731375118045575,-0.05359655265859183,29.071090264832605
2.75,0.008558686553069187,0.01843383978649149,1.9719421720385957,-0.05973168918086639,26.309218729213697
2.76,0.008927594374871683,0.020327208704578083,1.970746832272634,-0.06586682570314094,23.54734719359479
2.77,0.009296502196674196,0.022220577622664762,1.9695514925066722,-0.07200196222541576,20.78547565797576
2.78,0.009665410018476692,0.024113946540751354,1.9683561527407103,-0.07813709874769031,18.02360412235685
2.79,0.010034317840279205,0.026007315458838033,1.9671608129747484,-0.08427223526996515,15.261732586737821
2.8,0.010403225662081702,0.027900684376924625,1.9659654732087868,-0.09040737179223969,12.499861051118906
2.81,0.010772133483884214,0.029794053295011304,1.964770133442825,-0.09654250831451452,9.737989515499876
2.82,0.011141041305686711,0.03168742221309789,1.963574793676863,-0.10267764483678907,6.976117979880968
2.83,0.011509949127489224,0.033580791131184576,1.9623794539109014,-0.1088127813590639,4.2142464442619385
2.84,0.011878856949291722,0.03547416004927117,1.9611841141449395,-0.11494791788133846,1.45237490864303
2.85,0.0121548,0.016458793846153456,1.96029,-0.05333189230769106,14.271556230769512
2.86,0.0129975,0.0,1.95759,0.0,172.49983168317831
2.87,0.0137599,0.10797112114989788,1.95516,-0.34438447638603875,-30.220817248460804
2.88,0.0146153,0.0,1.95244,0.0,210.6804074074184
2.89,0.0152394,0.08152162264150638,1.95046,-0.25872009056602807,-20.07810075471272
2.9,0.0154756,0.0,1.94971,0.0,58.784992307692036
2.91,0.0156206,0.0173301450346407,1.94925,-0.05488877598152004,-0.29463441108346444
2.92,0.0155677,0.0,1.94942,0.0,-10.834861363636035
2.93,0.0155342,-0.003920294367815701,1.94953,0.0124105581609183,0.3271472873557739
2.94,0.015366,0.0,1.95006,0.0,-37.1772173366841
2.95,0.0152545,-0.014090339199998515,1.95041,0.044652196399995285,2.7490427999979374
2.96,0.015029,-0.004943998189136781,1.95113,0.015678672032199414,-44.957090945670444
2.97,0.0148732,0.0,1.95162,0.0,-17.510811738146256
2.98,0.01461,0.0,1.95246,0.0,-53.669190231360176
2.99,0.0144214,-0.023856628937006335,1.95306,0.07580688976377463,5.073867913383719
3.0,0.0141272,0.0,1.95399,0.0,-74.02063342318164
3.01,0.0139097,-0.02441946307692523,1.95468,0.07772892307692993,-0.440161538458419
3.02,0.0135867,0.0,1.95571,0.0,-69.05273191489515
3.03,0.0133417,-0.03431022892057287,1.9565,0.1094084236252629,9.902694093690123
3.04,0.0129906,0.0,1.95762,0.0,-90.00350593823876
3.05,0.012522585507246385,-0.07587018757763962,1.959111469979296,0.24254737267080706,32.15553975155416
3.06,0.0123399,0.0,1.9597,0.0,0.0
3.07,0.0120412,-0.039385168253971314,1.96065,0.12611031746032725,9.473241269845609
3.08,0.011610104591836718,-0.006354596938779637,1.9620303571428572,0.020395867346952024,-96.31120918366463
3.09,0.0113097,0.0,1.963,0.0,-34.30390359408054
3.1,0.010876,0.0,1.96439,0.0,-101.48382089551751
3.11,0.0105241,-0.046145142061859386,1.96552,0.14846817525774392,8.94832432990242
3.12,0.0100631,-0.01051284415584422,1.96701,0.03387172727272747,-81.82348917748908
3.13,0.00968455,-0.0535261403508777,1.96823,0.17268836647173652,16.33251734892862
3.14,0.00919607,0.0,1.96981,0.0,-121.32016806721522
3.15,0.00879092,-0.05955615424293022,1.97112,0.19270332612313382,26.553895507489706
3.16,0.00827496,0.0,1.97279,0.0,-235.66148019802364
3.17,0.00784311,-0.055568669603523975,1.97419,0.18035908810572607,8.101641629955566
3.18,0.00729962,0.0,1.97596,0.0,-128.0455954465823
3.19,0.00684099,-0.09284767226890922,1.97745,0.3023246008403415,58.9613907563058
3.2,0.00626988,0.0,1.97932,0.0,-132.28735789472222
3.21,0.0057844,-0.06841903958692148,1.9809,0.22354678485370827,26.080386402757156
3.22,0.00518558,0.0,1.98286,0.0,-177.0454938574905
3.23,0.00467316,-0.06989000000000593,1.98454,0.2291885000000195,18.610150000009057
3.24,0.00404654,0.0,1.9866,0.0,-154.1037096774096
3.25,0.00367953,-0.04780396048192869,1.98781,0.1573097927710876,12.288580240965246
3.26,0.00375267,0.0,1.98757,0.0,19.134310659900102
3.27,0.00392401,0.020259179574467625,1.987,-0.06667145531914741,-0.9470872340418524
3.28,0.004237944634146335,0.0018942113821121113,1.9859769105691056,-0.006223382113815521,67.47980650406866
3.29,0.00444544,0.0,1.98529,0.0,22.55079935205124
3.3,0.00479762,0.0,1.98413,0.0,76.3680918367358
3.31,0.0050704,0.036391714396887764,1.98324,-0.11934204669260899,-9.704468482491151
3.32,0.00545253,0.0,1.98199,0.0,100.12090561225082
3.33,0.00574199,0.03730941159135557,1.98104,-0.1220796660117877,-9.254109823182667
3.34,0.00612975,0.0,1.97977,0.0,104.10938942308088
3.35,0.00626032,0.02113035564924045,1.97935,-0.06900814502529284,-10.893166273186214
3.36,0.00597723,0.0,1.98027,0.0,-112.12743797468568
3.37,0.00560806,-0.051504884496122984,1.98148,0.1684141434108493,17.641627131781505
3.38,0.00504624,-0.07923518468899557,1.98332,0.25949856459330256,34.349397129187054
3.39,0.00452102,0.0,1.98504,0.0,-197.3795572916477
3.4,0.00387666,-0.015685420718822424,1.98716,0.051560219873171054,-116.01172515855129
3.41,0.00330775,-0.0981135412844027,1.98903,0.3231617614678867,46.282477064218625
3.42,0.00264551,-0.0279979013806769,1.99122,0.0924058540434134,-111.4919664694159
3.43,0.00221692,-0.057734821292772215,1.99264,0.19090611406842964,16.040636882124176
3.44,0.00216592,-0.002645882608695518,1.99281,0.00875121987577595,-6.282873291925696
3.45,0.00222433,0.007868502074688226,1.99261,-0.026029955394188984,-1.5069904564306214
