time-(s),x-position-(m),y-position-(m),z-position-(m),roll-(rad),pitch-(rad),yaw-(rad),x-velocity-(m/s),y-velocity-(m/s),z-velocity-(m/s),x-angular-velocity-(rad/s),y-angular-velocity-(rad/s),z-angular-velocity-(rad/s)
13.4915,-3.63584,-0.263038,0,0,0,-0.00418228,1.98299,0,0,0,0,-0.0524535
13.4948,-3.63584,-0.263038,0,0,0,-0.00418228,1.98299,0,0,0,0,-0.0524535
13.4988,-3.63584,-0.263038,0,0,0,-0.00418228,1.98299,0,0,0,0,-0.0524535
13.5028,-3.61601,-0.263177,0,0,0,-0.00479526,1.98318,0,0,0,0,-0.0525089
13.5071,-3.61601,-0.263177,0,0,0,-0.00479526,1.98318,0,0,0,0,-0.0525089
13.514,-3.59618,-0.263318,0,0,0,-0.00527352,1.98336,0,0,0,0,-0.0600719
13.5187,-3.59618,-0.263318,0,0,0,-0.00527352,1.98336,0,0,0,0,-0.0600719
13.5246,-3.57634,-0.263489,0,0,0,-0.00594561,1.98349,0,0,0,0,-0.0570023
13.5281,-3.57634,-0.263489,0,0,0,-0.00594561,1.98349,0,0,0,0,-0.0570023
13.5321,-3.55651,-0.26366,0,0,0,-0.00645883,1.98356,0,0,0,0,-0.0627491
13.5353,-3.55651,-0.26366,0,0,0,-0.00645883,1.98356,0,0,0,0,-0.0627491
13.5388,-3.55651,-0.26366,0,0,0,-0.00645883,1.98356,0,0,0,0,-0.0627491
13.5427,-3.53668,-0.263859,0,0,0,-0.00715235,1.98282,0,0,0,0,-0.0586351
13.5468,-3.53668,-0.263859,0,0,0,-0.00715235,1.98282,0,0,0,0,-0.0586351
13.5526,-3.51686,-0.264058,0,0,0,-0.0076784,1.98117,0,0,0,0,-0.0638616
13.5549,-3.51686,-0.264058,0,0,0,-0.0076784,1.98117,0,0,0,0,-0.0638616
13.5589,-3.51686,-0.264058,0,0,0,-0.0076784,1.98117,0,0,0,0,-0.0638616
13.5628,-3.49706,-0.264284,0,0,0,-0.00838137,1.97883,0,0,0,0,-0.0593169
13.5668,-3.49706,-0.264284,0,0,0,-0.00838137,1.97883,0,0,0,0,-0.0593169
13.5714,-3.47729,-0.264483,0,0,0,-0.00861707,1.97588,0,0,0,0,0.0222018
13.5748,-3.47729,-0.264483,0,0,0,-0.00861707,1.97588,0,0,0,0,0.0222018
13.5787,-3.47729,-0.264483,0,0,0,-0.00861707,1.97588,0,0,0,0,0.0222018
13.5829,-3.45755,-0.264614,0,0,0,-0.00809025,1.97258,0,0,0,0,0.0614364
13.5867,-3.45755,-0.264614,0,0,0,-0.00809025,1.97258,0,0,0,0,0.0614364
13.5914,-3.43784,-0.264714,0,0,0,-0.00740007,1.96925,0,0,0,0,0.0916126
13.5948,-3.43784,-0.264714,0,0,0,-0.00740007,1.96925,0,0,0,0,0.0916126
13.5988,-3.43784,-0.264714,0,0,0,-0.00740007,1.96925,0,0,0,0,0.0916126
13.6027,-3.41816,-0.264763,0,0,0,-0.00634155,1.96597,0,0,0,0,0.101222
13.6068,-3.41816,-0.264763,0,0,0,-0.00634155,1.96597,0,0,0,0,0.101222
13.6114,-3.39852,-0.264791,0,0,0,-0.00534681,1.96286,0,0,0,0,0.11437
13.6148,-3.39852,-0.264791,0,0,0,-0.00534681,1.96286,0,0,0,0,0.11437
13.6188,-3.39852,-0.264791,0,0,0,-0.00534681,1.96286,0,0,0,0,0.11437
13.6227,-3.3789,-0.264774,0,0,0,-0.00411459,1.95988,0,0,0,0,0.114173
13.6269,-3.3789,-0.264774,0,0,0,-0.00411459,1.95988,0,0,0,0,0.114173
13.6316,-3.35932,-0.264742,0,0,0,-0.00302105,1.95712,0,0,0,0,0.121699
13.6348,-3.35932,-0.264742,0,0,0,-0.00302105,1.95712,0,0,0,0,0.121699
13.6388,-3.35932,-0.264742,0,0,0,-0.00302105,1.95712,0,0,0,0,0.121699
13.643,-3.33976,-0.264668,0,0,0,-0.00173341,1.95449,0,0,0,0,0.118266
13.647,-3.33976,-0.264668,0,0,0,-0.00173341,1.95449,0,0,0,0,0.118266
13.6515,-3.32023,-0.264581,0,0,0,-0.00060897,1.95207,0,0,0,0,0.12394
13.6548,-3.32023,-0.264581,0,0,0,-0.00060897,1.95207,0,0,0,0,0.12394
13.6588,-3.32023,-0.264581,0,0,0,-0.00060897,1.95207,0,0,0,0,0.12394
13.6627,-3.30072,-0.264454,0,0,0,0.000695136,1.94977,0,0,0,0,0.119441
13.6668,-3.30072,-0.264454,0,0,0,0.000695136,1.94977,0,0,0,0,0.119441
13.6715,-3.28123,-0.264316,0,0,0,0.00182811,1.94764,0,0,0,0,0.12451
13.6747,-3.28123,-0.264316,0,0,0,0.00182811,1.94764,0,0,0,0,0.12451
13.6789,-3.28123,-0.264316,0,0,0,0.00182811,1.94764,0,0,0,0,0.12451
13.6827,-3.26177,-0.264139,0,0,0,0.0031359,1.94563,0,0,0,0,0.119661
13.6868,-3.26177,-0.264139,0,0,0,0.0031359,1.94563,0,0,0,0,0.119661
13.6917,-3.24232,-0.263951,0,0,0,0.0042701,1.94377,0,0,0,0,0.124536
13.6947,-3.24232,-0.263951,0,0,0,0.0042701,1.94377,0,0,0,0,0.124536
13.6987,-3.24232,-0.263951,0,0,0,0.0042701,1.94377,0,0,0,0,0.124536
13.7028,-3.22289,-0.263725,0,0,0,0.00557745,1.94201,0,0,0,0,0.119575
13.7067,-3.22289,-0.263725,0,0,0,0.00557745,1.94201,0,0,0,0,0.119575
13.7116,-3.20348,-0.263488,0,0,0,0.00671056,1.9404,0,0,0,0,0.124393
13.7148,-3.20348,-0.263488,0,0,0,0.00671056,1.9404,0,0,0,0,0.124393
13.7187,-3.20348,-0.263488,0,0,0,0.00671056,1.9404,0,0,0,0,0.124393
13.7227,-3.18409,-0.263214,0,0,0,0.00801622,1.93886,0,0,0,0,0.1194
13.7268,-3.18409,-0.263214,0,0,0,0.00801622,1.93886,0,0,0,0,0.1194
13.7314,-3.16471,-0.262929,0,0,0,0.00914759,1.93747,0,0,0,0,0.124206
13.7348,-3.16471,-0.262929,0,0,0,0.00914759,1.93747,0,0,0,0,0.124206
13.7388,-3.16471,-0.262929,0,0,0,0.00914759,1.93747,0,0,0,0,0.124206
13.7428,-3.14534,-0.262607,0,0,0,0.0104513,1.93614,0,0,0,0,0.119208
13.7468,-3.14534,-0.262607,0,0,0,0.0104513,1.93614,0,0,0,0,0.119208
13.7516,-3.12599,-0.262275,0,0,0,0.0115808,1.93495,0,0,0,0,0.124018
13.7547,-3.12599,-0.262275,0,0,0,0.0115808,1.93495,0,0,0,0,0.124018
13.7588,-3.12599,-0.262275,0,0,0,0.0115808,1.93495,0,0,0,0,0.124018
13.7627,-3.10665,-0.261906,0,0,0,0.0128826,1.93382,0,0,0,0,0.119025
13.7667,-3.10665,-0.261906,0,0,0,0.0128826,1.93382,0,0,0,0,0.119025
13.7718,-3.08732,-0.261527,0,0,0,0.0140104,1.93282,0,0,0,0,0.123843
13.7748,-3.08732,-0.261527,0,0,0,0.0140104,1.93282,0,0,0,0,0.123843
13.7788,-3.08732,-0.261527,0,0,0,0.0140104,1.93282,0,0,0,0,0.123843
13.7828,-3.068,-0.261111,0,0,0,0.0153104,1.93188,0,0,0,0,0.118859
13.7868,-3.068,-0.261111,0,0,0,0.0153104,1.93188,0,0,0,0,0.118859
13.7914,-3.04869,-0.260685,0,0,0,0.0164366,1.93107,0,0,0,0,0.123686
13.7948,-3.04869,-0.260685,0,0,0,0.0164366,1.93107,0,0,0,0,0.123686
13.7988,-3.04869,-0.260685,0,0,0,0.0164366,1.93107,0,0,0,0,0.123686
13.8028,-3.02939,-0.260222,0,0,0,0.017735,1.93031,0,0,0,0,0.118713
13.8068,-3.02939,-0.260222,0,0,0,0.017735,1.93031,0,0,0,0,0.118713
13.8115,-3.0101,-0.259749,0,0,0,0.01886,1.92968,0,0,0,0,0.123549
13.8147,-3.0101,-0.259749,0,0,0,0.01886,1.92968,0,0,0,0,0.123549
13.8188,-3.0101,-0.259749,0,0,0,0.01886,1.92968,0,0,0,0,0.123549
13.8227,-2.99081,-0.259239,0,0,0,0.020157,1.92909,0,0,0,0,0.118588
13.8268,-2.99081,-0.259239,0,0,0,0.020157,1.92909,0,0,0,0,0.118588
13.8314,-2.97153,-0.25872,0,0,0,0.0212808,1.92864,0,0,0,0,0.123433
13.8348,-2.97153,-0.25872,0,0,0,0.0212808,1.92864,0,0,0,0,0.123433
13.839,-2.97153,-0.25872,0,0,0,0.0212808,1.92864,0,0,0,0,0.123433
13.8427,-2.95225,-0.258164,0,0,0,0.0225766,1.92823,0,0,0,0,0.118485
13.8468,-2.95225,-0.258164,0,0,0,0.0225766,1.92823,0,0,0,0,0.118485
13.8518,-2.93298,-0.257598,0,0,0,0.0236995,1.92794,0,0,0,0,0.123337
13.8548,-2.93298,-0.257598,0,0,0,0.0236995,1.92794,0,0,0,0,0.123337
13.8587,-2.93298,-0.257598,0,0,0,0.0236995,1.92794,0,0,0,0,0.123337
13.8629,-2.91371,-0.256995,0,0,0,0.0249944,1.9277,0,0,0,0,0.118402
13.8668,-2.91371,-0.256995,0,0,0,0.0249944,1.9277,0,0,0,0,0.118402
13.873,-2.89444,-0.256382,0,0,0,0.0261165,1.92774,0,0,0,0,0.123243
13.8756,-2.89444,-0.256382,0,0,0,0.0261165,1.92774,0,0,0,0,0.123243
13.8787,-2.89444,-0.256382,0,0,0,0.0261165,1.92774,0,0,0,0,0.123243
13.8828,-2.87518,-0.255733,0,0,0,0.0274103,1.92791,0,0,0,0,0.11832
13.8868,-2.87518,-0.255733,0,0,0,0.0274103,1.92791,0,0,0,0,0.11832
13.8915,-2.85591,-0.255073,0,0,0,0.0285318,1.92821,0,0,0,0,0.123175
13.8947,-2.85591,-0.255073,0,0,0,0.0285318,1.92821,0,0,0,0,0.123175
13.8988,-2.85591,-0.255073,0,0,0,0.0285318,1.92821,0,0,0,0,0.123175
13.9029,-2.83663,-0.254377,0,0,0,0.029825,1.92862,0,0,0,0,0.118281
13.907,-2.83663,-0.254377,0,0,0,0.029825,1.92862,0,0,0,0,0.118281
13.9116,-2.81736,-0.253671,0,0,0,0.0309462,1.92916,0,0,0,0,0.123146
13.9148,-2.81736,-0.253671,0,0,0,0.0309462,1.92916,0,0,0,0,0.123146
13.9189,-2.81736,-0.253671,0,0,0,0.0309462,1.92916,0,0,0,0,0.123146
13.9227,-2.79808,-0.252928,0,0,0,0.0322392,1.9298,0,0,0,0,0.118279
13.9268,-2.79808,-0.252928,0,0,0,0.0322392,1.9298,0,0,0,0,0.118279
13.9315,-2.77879,-0.252174,0,0,0,0.0333605,1.93055,0,0,0,0,0.123151
13.9348,-2.77879,-0.252174,0,0,0,0.0333605,1.93055,0,0,0,0,0.123151
13.9388,-2.77879,-0.252174,0,0,0,0.0333605,1.93055,0,0,0,0,0.123151
13.9427,-2.7595,-0.251384,0,0,0,0.0346535,1.93139,0,0,0,0,0.11831
13.9469,-2.7595,-0.251384,0,0,0,0.0346535,1.93139,0,0,0,0,0.11831
13.9514,-2.7402,-0.250583,0,0,0,0.0357752,1.93233,0,0,0,0,0.123187
13.9547,-2.7402,-0.250583,0,0,0,0.0357752,1.93233,0,0,0,0,0.123187
13.9587,-2.7402,-0.250583,0,0,0,0.0357752,1.93233,0,0,0,0,0.123187
13.9628,-2.72089,-0.249746,0,0,0,0.0370687,1.93334,0,0,0,0,0.11837
13.9669,-2.72089,-0.249746,0,0,0,0.0370687,1.93334,0,0,0,0,0.11837
13.972,-2.70156,-0.248897,0,0,0,0.0381911,1.93445,0,0,0,0,0.12325
13.9747,-2.70156,-0.248897,0,0,0,0.0381911,1.93445,0,0,0,0,0.12325
13.9787,-2.70156,-0.248897,0,0,0,0.0381911,1.93445,0,0,0,0,0.12325
13.9827,-2.68223,-0.248012,0,0,0,0.0394853,1.93563,0,0,0,0,0.118456
13.9867,-2.68223,-0.248012,0,0,0,0.0394853,1.93563,0,0,0,0,0.118456
13.9915,-2.66289,-0.247116,0,0,0,0.0406086,1.93689,0,0,0,0,0.123336
13.9948,-2.66289,-0.247116,0,0,0,0.0406086,1.93689,0,0,0,0,0.123336
13.9989,-2.66289,-0.247116,0,0,0,0.0406086,1.93689,0,0,0,0,0.123336
14.0028,-2.64354,-0.246183,0,0,0,0.0419037,1.93821,0,0,0,0,0.118564
14.0068,-2.64354,-0.246183,0,0,0,0.0419037,1.93821,0,0,0,0,0.118564
14.0114,-2.62417,-0.24524,0,0,0,0.0430282,1.93961,0,0,0,0,0.123445
14.0147,-2.62417,-0.24524,0,0,0,0.0430282,1.93961,0,0,0,0,0.123445
14.0188,-2.62417,-0.24524,0,0,0,0.0430282,1.93961,0,0,0,0,0.123445
14.0227,-2.6048,-0.244258,0,0,0,0.0443244,1.94105,0,0,0,0,0.118693
14.0267,-2.6048,-0.244258,0,0,0,0.0443244,1.94105,0,0,0,0,0.118693
14.0316,-2.5854,-0.243267,0,0,0,0.0454502,1.94256,0,0,0,0,0.123572
14.0348,-2.5854,-0.243267,0,0,0,0.0454502,1.94256,0,0,0,0,0.123572
14.0387,-2.5854,-0.243267,0,0,0,0.0454502,1.94256,0,0,0,0,0.123572
14.0427,-2.566,-0.242237,0,0,0,0.0467477,1.94412,0,0,0,0,0.11884
14.0467,-2.566,-0.242237,0,0,0,0.0467477,1.94412,0,0,0,0,0.11884
14.0515,-2.54657,-0.241197,0,0,0,0.047875,1.94574,0,0,0,0,0.123716
14.0549,-2.54657,-0.241197,0,0,0,0.047875,1.94574,0,0,0,0,0.123716
14.0588,-2.54657,-0.241197,0,0,0,0.047875,1.94574,0,0,0,0,0.123716
14.0628,-2.52714,-0.240119,0,0,0,0.0491741,1.9474,0,0,0,0,0.119003
14.0668,-2.52714,-0.240119,0,0,0,0.0491741,1.9474,0,0,0,0,0.119003
14.0716,-2.50769,-0.239029,0,0,0,0.050303,1.94911,0,0,0,0,0.123875
14.0747,-2.50769,-0.239029,0,0,0,0.050303,1.94911,0,0,0,0,0.123875
14.0788,-2.50769,-0.239029,0,0,0,0.050303,1.94911,0,0,0,0,0.123875
14.0829,-2.48822,-0.237902,0,0,0,0.0516037,1.95085,0,0,0,0,0.119181
14.0868,-2.48822,-0.237902,0,0,0,0.0516037,1.95085,0,0,0,0,0.119181
14.092,-2.46873,-0.236789,0,0,0,0.0524453,1.95264,0,0,0,0,0.0393597
14.0948,-2.46873,-0.236789,0,0,0,0.0524453,1.95264,0,0,0,0,0.0393597
14.0988,-2.46873,-0.236789,0,0,0,0.0524453,1.95264,0,0,0,0,0.0393597
14.1028,-2.44923,-0.23573,0,0,0,0.0525415,1.95443,0,0,0,0,0.00109593
14.1068,-2.44923,-0.23573,0,0,0,0.0525415,1.95443,0,0,0,0,0.00109593
14.1116,-2.4297,-0.23469,0,0,0,0.0524782,1.95615,0,0,0,0,-0.0284613
14.1147,-2.4297,-0.23469,0,0,0,0.0524782,1.95615,0,0,0,0,-0.0284613
14.1187,-2.4297,-0.23469,0,0,0,0.0524782,1.95615,0,0,0,0,-0.0284613
14.1227,-2.41016,-0.233688,0,0,0,0.0520534,1.95778,0,0,0,0,-0.0380465
14.1269,-2.41016,-0.233688,0,0,0,0.0520534,1.95778,0,0,0,0,-0.0380465
14.1315,-2.3906,-0.232695,0,0,0,0.0516888,1.95929,0,0,0,0,-0.0511815
14.1348,-2.3906,-0.232695,0,0,0,0.0516888,1.95929,0,0,0,0,-0.0511815
14.1389,-2.3906,-0.232695,0,0,0,0.0516888,1.95929,0,0,0,0,-0.0511815
14.1427,-2.37102,-0.231733,0,0,0,0.0510885,1.9607,0,0,0,0,-0.0513354
14.1467,-2.37102,-0.231733,0,0,0,0.0510885,1.9607,0,0,0,0,-0.0513354
14.1514,-2.35143,-0.230775,0,0,0,0.0506209,1.96198,0,0,0,0,-0.059027
14.1547,-2.35143,-0.230775,0,0,0,0.0506209,1.96198,0,0,0,0,-0.059027
14.159,-2.35143,-0.230775,0,0,0,0.0506209,1.96198,0,0,0,0,-0.059027
14.1628,-2.33183,-0.229845,0,0,0,0.0499593,1.96316,0,0,0,0,-0.0560236
14.1668,-2.33183,-0.229845,0,0,0,0.0499593,1.96316,0,0,0,0,-0.0560236
14.1718,-2.31221,-0.228916,0,0,0,0.049455,1.96422,0,0,0,0,-0.0618712
14.1748,-2.31221,-0.228916,0,0,0,0.049455,1.96422,0,0,0,0,-0.0618712
14.1787,-2.31221,-0.228916,0,0,0,0.049455,1.96422,0,0,0,0,-0.0618712
14.1827,-2.29259,-0.228015,0,0,0,0.0487708,1.96518,0,0,0,0,-0.0577808
14.1868,-2.29259,-0.228015,0,0,0,0.0487708,1.96518,0,0,0,0,-0.0577808
14.1925,-2.27295,-0.227113,0,0,0,0.0482525,1.96604,0,0,0,0,-0.0629825
14.1951,-2.27295,-0.227113,0,0,0,0.0482525,1.96604,0,0,0,0,-0.0629825
14.1988,-2.27295,-0.227113,0,0,0,0.0482525,1.96604,0,0,0,0,-0.0629825
14.2027,-2.25331,-0.226237,0,0,0,0.0475592,1.96681,0,0,0,0,-0.0585007
14.2069,-2.25331,-0.226237,0,0,0,0.0475592,1.96681,0,0,0,0,-0.0585007
14.2114,-2.23366,-0.225361,0,0,0,0.0470351,1.96748,0,0,0,0,-0.0634645
14.2147,-2.23366,-0.225361,0,0,0,0.0470351,1.96748,0,0,0,0,-0.0634645
14.2188,-2.23366,-0.225361,0,0,0,0.0470351,1.96748,0,0,0,0,-0.0634645
14.2228,-2.214,-0.22451,0,0,0,0.0463378,1.96808,0,0,0,0,-0.0588314
14.2268,-2.214,-0.22451,0,0,0,0.0463378,1.96808,0,0,0,0,-0.0588314
14.2315,-2.19433,-0.223633,0,0,0,0.046102,1.96858,0,0,0,0,0.0215517
14.2348,-2.19433,-0.223633,0,0,0,0.046102,1.96858,0,0,0,0,0.0215517
14.2388,-2.19433,-0.223633,0,0,0,0.046102,1.96858,0,0,0,0,0.0215517
14.2427,-2.17467,-0.222689,0,0,0,0.046618,1.96905,0,0,0,0,0.0602915
14.2467,-2.17467,-0.222689,0,0,0,0.046618,1.96905,0,0,0,0,0.0602915
14.2514,-2.155,-0.221714,0,0,0,0.0472964,1.96953,0,0,0,0,0.0901613
14.255,-2.155,-0.221714,0,0,0,0.0472964,1.96953,0,0,0,0,0.0901613
14.2587,-2.155,-0.221714,0,0,0,0.0472964,1.96953,0,0,0,0,0.0901613
14.2627,-2.13533,-0.220687,0,0,0,0.0483395,1.97004,0,0,0,0,0.0999273
14.2668,-2.13533,-0.220687,0,0,0,0.0483395,1.97004,0,0,0,0,0.0999273
14.2714,-2.11565,-0.219639,0,0,0,0.049323,1.97062,0,0,0,0,0.113144
14.2748,-2.11565,-0.219639,0,0,0,0.049323,1.97062,0,0,0,0,0.113144
14.2787,-2.11565,-0.219639,0,0,0,0.049323,1.97062,0,0,0,0,0.113144
14.2827,-2.09597,-0.218546,0,0,0,0.0505435,1.97125,0,0,0,0,0.113333
14.2868,-2.09597,-0.218546,0,0,0,0.0505435,1.97125,0,0,0,0,0.113333
14.2919,-2.07629,-0.21745,0,0,0,0.0514853,1.97195,0,0,0,0,0.0784094
14.2947,-2.07629,-0.21745,0,0,0,0.0514853,1.97195,0,0,0,0,0.0784094
14.2987,-2.07629,-0.21745,0,0,0,0.0514853,1.97195,0,0,0,0,0.0784094
14.3028,-2.05659,-0.21637,0,0,0,0.052014,1.97269,0,0,0,0,0.0157589
14.3068,-2.05659,-0.21637,0,0,0,0.052014,1.97269,0,0,0,0,0.0157589
14.3115,-2.03689,-0.215339,0,0,0,0.0519269,1.97339,0,0,0,0,-0.0128378
14.3147,-2.03689,-0.215339,0,0,0,0.0519269,1.97339,0,0,0,0,-0.0128378
14.3188,-2.03689,-0.215339,0,0,0,0.0519269,1.97339,0,0,0,0,-0.0128378
14.3228,-2.01718,-0.21432,0,0,0,0.051755,1.9741,0,0,0,0,-0.0368517
14.3268,-2.01718,-0.21432,0,0,0,0.051755,1.9741,0,0,0,0,-0.0368517
14.3313,-1.99746,-0.213337,0,0,0,0.0512635,1.975,0,0,0,0,-0.04326
14.3347,-1.99746,-0.213337,0,0,0,0.0512635,1.975,0,0,0,0,-0.04326
14.3388,-1.99746,-0.213337,0,0,0,0.0512635,1.975,0,0,0,0,-0.04326
14.3428,-1.97773,-0.21236,0,0,0,0.0508574,1.97604,0,0,0,0,-0.0544903
14.3467,-1.97773,-0.21236,0,0,0,0.0508574,1.97604,0,0,0,0,-0.0544903
14.3518,-1.95798,-0.211413,0,0,0,0.0502297,1.97713,0,0,0,0,-0.0535682
14.3548,-1.95798,-0.211413,0,0,0,0.0502297,1.97713,0,0,0,0,-0.0535682
14.3588,-1.95798,-0.211413,0,0,0,0.0502297,1.97713,0,0,0,0,-0.0535682
14.3628,-1.93823,-0.210469,0,0,0,0.0497437,1.97799,0,0,0,0,-0.0605803
14.3669,-1.93823,-0.210469,0,0,0,0.0497437,1.97799,0,0,0,0,-0.0605803
14.3715,-1.91847,-0.209552,0,0,0,0.0490683,1.97863,0,0,0,0,-0.0572158
14.3749,-1.91847,-0.209552,0,0,0,0.0490683,1.97863,0,0,0,0,-0.0572158
14.3788,-1.91847,-0.209552,0,0,0,0.0490683,1.97863,0,0,0,0,-0.0572158
14.3828,-1.8987,-0.208636,0,0,0,0.0485537,1.97906,0,0,0,0,-0.0628057
14.3868,-1.8987,-0.208636,0,0,0,0.0485537,1.97906,0,0,0,0,-0.0628057
14.3915,-1.87893,-0.207747,0,0,0,0.0478606,1.9793,0,0,0,0,-0.0585827
14.3948,-1.87893,-0.207747,0,0,0,0.0478606,1.9793,0,0,0,0,-0.0585827
14.3987,-1.87893,-0.207747,0,0,0,0.0478606,1.9793,0,0,0,0,-0.0585827
14.4027,-1.85916,-0.206857,0,0,0,0.0473351,1.97936,0,0,0,0,-0.0636722
14.407,-1.85916,-0.206857,0,0,0,0.0473351,1.97936,0,0,0,0,-0.0636722
14.412,-1.83938,-0.205995,0,0,0,0.0466348,1.97888,0,0,0,0,-0.0591383
14.4148,-1.83938,-0.205995,0,0,0,0.0466348,1.97888,0,0,0,0,-0.0591383
14.4187,-1.83938,-0.205995,0,0,0,0.0466348,1.97888,0,0,0,0,-0.0591383
14.4227,-1.81962,-0.205132,0,0,0,0.046105,1.97786,0,0,0,0,-0.0640922
14.4267,-1.81962,-0.205132,0,0,0,0.046105,1.97786,0,0,0,0,-0.0640922
14.4316,-1.79987,-0.204295,0,0,0,0.0454008,1.97634,0,0,0,0,-0.0594015
14.4348,-1.79987,-0.204295,0,0,0,0.0454008,1.97634,0,0,0,0,-0.0594015
14.4387,-1.79987,-0.204295,0,0,0,0.0454008,1.97634,0,0,0,0,-0.0594015
14.4429,-1.78013,-0.203459,0,0,0,0.0448691,1.97449,0,0,0,0,-0.0642875
14.4469,-1.78013,-0.203459,0,0,0,0.0448691,1.97449,0,0,0,0,-0.0642875
14.4517,-1.76041,-0.202649,0,0,0,0.0441633,1.97231,0,0,0,0,-0.0594873
14.4547,-1.76041,-0.202649,0,0,0,0.0441633,1.97231,0,0,0,0,-0.0594873
14.4588,-1.76041,-0.202649,0,0,0,0.0441633,1.97231,0,0,0,0,-0.0594873
14.4627,-1.74072,-0.20184,0,0,0,0.0436311,1.96995,0,0,0,0,-0.0643351
14.4668,-1.74072,-0.20184,0,0,0,0.0436311,1.96995,0,0,0,0,-0.0643351
14.4715,-1.72105,-0.201057,0,0,0,0.042925,1.96737,0,0,0,0,-0.0594599
14.4748,-1.72105,-0.201057,0,0,0,0.042925,1.96737,0,0,0,0,-0.0594599
14.4789,-1.72105,-0.201057,0,0,0,0.042925,1.96737,0,0,0,0,-0.0594599
14.4829,-1.7014,-0.200274,0,0,0,0.0423933,1.9647,0,0,0,0,-0.06429
14.4869,-1.7014,-0.200274,0,0,0,0.0423933,1.9647,0,0,0,0,-0.06429
14.4917,-1.68178,-0.199518,0,0,0,0.0416879,1.96189,0,0,0,0,-0.0593626
14.4948,-1.68178,-0.199518,0,0,0,0.0416879,1.96189,0,0,0,0,-0.0593626
14.4987,-1.68178,-0.199518,0,0,0,0.0416879,1.96189,0,0,0,0,-0.0593626
14.5028,-1.66219,-0.198761,0,0,0,0.0411573,1.95904,0,0,0,0,-0.0641881
14.507,-1.66219,-0.198761,0,0,0,0.0411573,1.95904,0,0,0,0,-0.0641881
14.512,-1.64263,-0.198032,0,0,0,0.0404531,1.95611,0,0,0,0,-0.0592231
14.5148,-1.64263,-0.198032,0,0,0,0.0404531,1.95611,0,0,0,0,-0.0592231
14.5188,-1.64263,-0.198032,0,0,0,0.0404531,1.95611,0,0,0,0,-0.0592231
14.5227,-1.6231,-0.197302,0,0,0,0.0399239,1.95317,0,0,0,0,-0.0640522
14.5268,-1.6231,-0.197302,0,0,0,0.0399239,1.95317,0,0,0,0,-0.0640522
14.5313,-1.60359,-0.196599,0,0,0,0.0392211,1.95018,0,0,0,0,-0.0590589
14.5348,-1.60359,-0.196599,0,0,0,0.0392211,1.95018,0,0,0,0,-0.0590589
14.5388,-1.60359,-0.196599,0,0,0,0.0392211,1.95018,0,0,0,0,-0.0590589
14.5428,-1.58412,-0.195896,0,0,0,0.0386935,1.94721,0,0,0,0,-0.0638965
14.5467,-1.58412,-0.195896,0,0,0,0.0386935,1.94721,0,0,0,0,-0.0638965
14.5514,-1.56467,-0.19522,0,0,0,0.0379924,1.94421,0,0,0,0,-0.058881
14.5548,-1.56467,-0.19522,0,0,0,0.0379924,1.94421,0,0,0,0,-0.058881
14.5588,-1.56467,-0.19522,0,0,0,0.0379924,1.94421,0,0,0,0,-0.058881
14.5628,-1.54526,-0.194542,0,0,0,0.0374666,1.94125,0,0,0,0,-0.0637301
14.5667,-1.54526,-0.194542,0,0,0,0.0374666,1.94125,0,0,0,0,-0.0637301
14.5715,-1.52587,-0.193892,0,0,0,0.0367672,1.93827,0,0,0,0,-0.0586962
14.5746,-1.52587,-0.193892,0,0,0,0.0367672,1.93827,0,0,0,0,-0.0586962
14.5788,-1.52587,-0.193892,0,0,0,0.0367672,1.93827,0,0,0,0,-0.0586962
14.5828,-1.50651,-0.193241,0,0,0,0.0362432,1.93534,0,0,0,0,-0.0635586
14.5868,-1.50651,-0.193241,0,0,0,0.0362432,1.93534,0,0,0,0,-0.0635586
14.5914,-1.48719,-0.192617,0,0,0,0.0355456,1.93239,0,0,0,0,-0.0585089
14.5948,-1.48719,-0.192617,0,0,0,0.0355456,1.93239,0,0,0,0,-0.0585089
14.5988,-1.48719,-0.192617,0,0,0,0.0355456,1.93239,0,0,0,0,-0.0585089
14.6027,-1.46789,-0.191991,0,0,0,0.0350233,1.9295,0,0,0,0,-0.0633856
14.6069,-1.46789,-0.191991,0,0,0,0.0350233,1.9295,0,0,0,0,-0.0633856
14.6121,-1.44862,-0.191392,0,0,0,0.0343276,1.9266,0,0,0,0,-0.0583217
14.6148,-1.44862,-0.191392,0,0,0,0.0343276,1.9266,0,0,0,0,-0.0583217
14.6188,-1.44862,-0.191392,0,0,0,0.0343276,1.9266,0,0,0,0,-0.0583217
14.6227,-1.42937,-0.190793,0,0,0,0.0338071,1.92377,0,0,0,0,-0.0632131
14.6267,-1.42937,-0.190793,0,0,0,0.0338071,1.92377,0,0,0,0,-0.0632131
14.6316,-1.41016,-0.190245,0,0,0,0.0328192,1.92092,0,0,0,0,-0.144239
14.6348,-1.41016,-0.190245,0,0,0,0.0328192,1.92092,0,0,0,0,-0.144239
14.6389,-1.41016,-0.190245,0,0,0,0.0328192,1.92092,0,0,0,0,-0.144239
14.6428,-1.39097,-0.189789,0,0,0,0.0310787,1.91824,0,0,0,0,-0.182129
14.6468,-1.39097,-0.189789,0,0,0,0.0310787,1.91824,0,0,0,0,-0.182129
